nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,pmid
NCT03116802,,2017-03-13,,,2020-03-19,2017-04-11,2017-04-17,Actual,,,,,,,2020-03-19,2020-03-23,Actual,"March 8, 2017",Actual,2017-03-08,March 2020,2020-03-31,"April 16, 2018",Actual,2018-04-16,"April 16, 2018",Actual,2018-04-16,,Interventional,,,Yellow Fever Vaccine on Statin/ Non Statin Subjects,Using Systems Vaccinology to Elucidate the Effects of Anti-inflammatory Therapy on Immune Response After Vaccination With a Live Attenuated Vaccine,Completed,,Phase 2,37,Actual,Singapore General Hospital,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-22 19:53:55,2022-06-22 19:53:55,OTHER,,,,,
NCT03110133,,2017-04-03,,,2021-01-08,2017-04-06,2017-04-12,Actual,,,,,,,2021-01-08,2021-01-11,Actual,"May 8, 2017",Actual,2017-05-08,January 2021,2021-01-31,"June 18, 2020",Actual,2020-06-18,"February 28, 2020",Actual,2020-02-28,,Interventional,PRISM3,,"Efficacy, Safety, and Tolerability Study of Oral Full-Spectrum MicrobiotaTM (CP101) in Subjects With Recurrent C. Diff","A Multicenter, Double-Blind, Parallel-Arm, Placebo-Controlled, Phase 2 Study of the Efficacy, Safety, and Tolerability of Oral Full-Spectrum MicrobiotaTM (CP101) in Subjects With Recurrence of Clostridium Difficile Infection",Completed,,Phase 2,206,Actual,Finch Research and Development LLC.,,2,,,FALSE,,,,,TRUE,FALSE,,,,,,,,,No,,2022-06-22 19:58:59,2022-06-22 19:58:59,INDUSTRY,,,,,
NCT05375240,,2022-04-19,,,2022-05-11,2022-05-11,2022-05-16,Actual,,,,,,,2022-05-11,2022-05-16,Actual,June 2022,Anticipated,2022-06-30,May 2022,2022-05-31,June 2024,Anticipated,2024-06-30,June 2024,Anticipated,2024-06-30,,Interventional,,,Propranolol on Post Stroke Immune Status and Infection,"A Randomized, Blank-controlled, Open Label Study of the Safety and Efficacy of Propranolol in Reducing Stroke Associated Pneumonia and Urinary Tract Infection",Not yet recruiting,,Phase 2,45,Anticipated,Tianjin Medical University General Hospital,,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-22 20:05:23,2022-06-22 20:05:23,OTHER,,,,,
NCT04866069,,2021-04-26,,,2022-05-10,2021-04-26,2021-04-29,Actual,,,,,,,2022-05-10,2022-05-17,Actual,"April 25, 2021",Actual,2021-04-25,May 2022,2022-05-31,"September 5, 2021",Actual,2021-09-05,"September 5, 2021",Actual,2021-09-05,,Interventional,COVID-19,,Study of a Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2) Adjuvanted Inactivated Vaccine in Healthy Adults,"Phase I Study Evaluating the Safety and Efficacy of the Protective Adjuvanted Inactivated Vaccine Developed Against SARS-CoV-2 in Healthy Participants, Administered as Two Injections Subcutaneously in Two Different Dosages.",Terminated,,Phase 1,50,Actual,The Scientific and Technological Research Council of Turkey,,3,,"Although cellular responses to virus were satisfactory, neutralizing titres against virus were lower then expected levels",FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-22 20:13:12,2022-06-22 20:13:12,OTHER,,,,,
NCT03103269,,2010-04-02,,,2019-08-14,2017-03-31,2017-04-06,Actual,,,,,,,2019-08-14,2019-08-16,Actual,September 2009,,2009-09-30,August 2019,2019-08-31,January 2014,Actual,2014-01-31,January 2014,Actual,2014-01-31,,Interventional,Challenge,,Challenge! Adolescent Obesity Prevention,Challenge! in Baltimore City Middle Schools,Completed,,Not Applicable,789,Actual,"University of Maryland, Baltimore",,4,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-22 20:46:17,2022-06-22 20:46:17,OTHER,,,,,35153168
NCT03089710,,2017-02-22,,,2020-02-09,2017-03-20,2017-03-24,Actual,,,,,,,2020-02-09,2020-02-11,Actual,"March 31, 2017",Actual,2017-03-31,October 2018,2018-10-31,"September 14, 2018",Actual,2018-09-14,"September 14, 2018",Actual,2018-09-14,,Interventional,,,Mini-fluid Challenge in Predicting Fluid Responsiveness During Prone Position Spine Surgery,The Effectiveness of Mini-fluid Challenge in Predicting Fluid Responsiveness During Prone Position Spine Surgery,Completed,,Not Applicable,100,Actual,National Taiwan University Hospital,,1,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,Undecided,,2022-06-22 20:56:33,2022-06-22 20:56:33,OTHER,,,,,
NCT03078712,,2017-03-06,,,2018-07-19,2017-03-08,2017-03-13,Actual,,,,,,,2018-07-19,2018-07-23,Actual,"March 1, 2017",Actual,2017-03-01,July 2018,2018-07-31,"June 30, 2018",Actual,2018-06-30,"March 15, 2018",Actual,2018-03-15,,Interventional,ANDROMEDA,,Early Goal Directed Therapy Using a Physiological Holistic View. The ANDROMEDA-SHOCK Study,Early Goal Directed Therapy Using a Physiological Holistic View. A Multicenter Study in Latin America: The ANDROMEDA-SHOCK Study,Completed,,Not Applicable,424,Actual,Pontificia Universidad Catolica de Chile,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,Undecided,,2022-06-22 21:06:19,2022-06-22 21:06:19,OTHER,,,,,31973735
NCT03077945,,2017-02-22,,,2018-03-13,2017-03-10,2017-03-13,Actual,,,,,,,2018-03-13,2018-03-14,Actual,"December 1, 2016",Actual,2016-12-01,March 2018,2018-03-31,"May 30, 2017",Actual,2017-05-30,"May 30, 2017",Actual,2017-05-30,,Interventional,,,A Cognitive Behavioral Stress Intervention for Women Who Smoke,,Completed,,Not Applicable,70,Actual,"Rutgers, The State University of New Jersey",,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,Undecided,,2022-06-22 21:07:05,2022-06-22 21:07:05,OTHER,,,,,
NCT03074136,,2017-02-11,,,2018-05-15,2017-03-03,2017-03-08,Actual,,,,,,,2018-05-15,2018-05-16,Actual,"February 10, 2017",Actual,2017-02-10,May 2018,2018-05-31,"May 15, 2018",Actual,2018-05-15,"December 15, 2017",Actual,2017-12-15,,Interventional,,,Application of Photodynamic Therapy and Diode Laser for Endodontic Therapy of Young Permanent Teeth,Application Success of Photodynamic Therapy and Diode Laser During Endodontic Therapy of Young Permanent Teeth,Completed,,Phase 2,45,Actual,Association of Paediatric and Preventive Dentists of Serbia,,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-22 21:10:59,2022-06-22 21:10:59,OTHER,,,,,25461966
NCT03071562,,2017-02-24,,,2020-01-21,2017-03-01,2017-03-07,Actual,,,,,,,2020-01-21,2020-01-23,Actual,January 2017,Actual,2017-01-31,January 2020,2020-01-31,September 2019,Actual,2019-09-30,August 2019,Actual,2019-08-31,,Interventional,,,A Randomized Pilot Trial Evaluating the Impact of a Yoga Intervention on Cognition in Older Adults Infected With HIV,"A Randomized Pilot Trial Evaluating the Impact and Feasibility of a Yoga-Mindfulness Intervention on Cognition, Quality of Life, Balance, Walking Speed, Medication Adherence, and Depression in Older Adults Infected With HIV",Completed,,Not Applicable,22,Actual,Nova Scotia Health Authority,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-22 21:13:49,2022-06-22 21:13:49,OTHER,,,,,32583707
NCT03048929,,2017-02-02,,,2021-05-11,2017-02-08,2017-02-09,Estimate,,,,,,,2021-05-11,2021-05-13,Actual,"April 1, 2019",Actual,2019-04-01,May 2021,2021-05-31,"March 31, 2021",Actual,2021-03-31,"March 30, 2020",Actual,2020-03-30,,Interventional,K01,,Inflammation and Threat Sensitivity in PTSD,Effects of Inflammation on Neural Mechanisms of Threat Sensitivity in Posttraumatic Stress Disorder,Completed,,Early Phase 1,30,Actual,"University of California, San Francisco",,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,TRUE,,,,,,No,,2022-06-22 21:38:47,2022-06-22 21:38:47,OTHER,,,,,
NCT03044327,,2017-02-01,,,2018-05-29,2017-02-02,2017-02-07,Estimate,,,,,,,2018-05-29,2018-05-30,Actual,"February 15, 2017",Actual,2017-02-15,May 2018,2018-05-31,"December 31, 2017",Actual,2017-12-31,"December 31, 2017",Actual,2017-12-31,,Interventional,,,"Development of Novel Non-invasive Inflammometry Following Lipopolysaccharide, Endotoxin (LPS) Challenge in Healthy Volunteers",Development of Novel Non-invasive Inflammometry Following LPS Challenge in Healthy Volunteers,Completed,,Not Applicable,11,Actual,Fraunhofer-Institute of Toxicology and Experimental Medicine,,1,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,No,,2022-06-22 21:44:22,2022-06-22 21:44:22,OTHER,,,,,35379863
NCT04343989,,2020-04-09,2022-02-06,,2022-06-10,2020-04-09,2020-04-14,Actual,2022-02-11,2022-02-15,Actual,,,,2022-06-10,2022-06-14,Estimate,"March 31, 2020",Actual,2020-03-31,June 2022,2022-06-30,"March 12, 2021",Actual,2021-03-12,"February 3, 2021",Actual,2021-02-03,,Interventional,,,A Randomized Placebo-controlled Safety and Dose-finding Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,A Randomized Placebo-controlled Safety and Dose-finding Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,Completed,,Phase 2,178,Actual,NYU Langone Health,,3,,,FALSE,,,,TRUE,TRUE,FALSE,,,TRUE,,,Beginning 9 months and ending 36 months following article publication or as required by a condition of awards and agreements supporting the research.,Upon reasonable request by an investigator who proposes to use the data.,,Yes,The de-identified participant data from the final research dataset used in the published manuscript will be shared upon reasonable request beginning 9 months and ending 36 months following article publication or as required by a condition of awards and agreements supporting the research provided the investigator who proposes to use the data executes a data use agreement with NYU Langone Health. Requests may be directed to: [contact information for PI or designee]. The protocol and statistical analysis plan will be made available on Clinicaltrials.gov only as required by federal regulation or as a condition of awards and agreements supporting the research.,2022-06-15 5:18:11,2022-06-15 5:18:11,,,,,,
NCT03009149,,2016-12-08,,,2016-12-30,2016-12-30,2017-01-04,Estimate,,,,,,,2016-12-30,2017-01-04,Estimate,November 2016,,2016-11-30,December 2016,2016-12-31,February 2017,Anticipated,2017-02-28,January 2017,Anticipated,2017-01-31,,Interventional,,,"Effects of Aerobic Exercise on CD4 Count,Viral Load,Selected Psycho-social Trait","Effects of Aerobic Exercise on CD4 Count,Viral Load,Selected Psycho-social Trait Among People Living With HIV/AIDS in Nekemte, Ethiopia",Unknown status,Enrolling by invitation,Early Phase 1,58,Anticipated,Mekelle University,,1,,,FALSE,,,,FALSE,,,,,,,,,,,,,2022-06-22 22:39:48,2022-06-22 22:39:48,OTHER,,,,,21180864
NCT03005574,,2016-12-26,,,2019-01-23,2016-12-26,2016-12-29,Estimate,,,,,,,2019-01-23,2019-01-25,Actual,January 2017,Actual,2017-01-31,January 2019,2019-01-31,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,,Interventional,,,Comparing Thinking Skills for Work (TSW)Home Practice Program With Traditional TSW Program,A Randomized Controlled Trial Comparing the Impact of Thinking Skills for Work (TSW)Tablet-based Home Practice Program on Cognitive Functioning and Work With the Traditional TSW Program,Unknown status,Recruiting,Not Applicable,50,Anticipated,Boston University Charles River Campus,,2,,,FALSE,,,,FALSE,,,,,,,,,,,No,,2022-06-22 22:48:09,2022-06-22 22:48:09,OTHER,,,,,
NCT03003221,,2016-12-20,,,2021-04-09,2016-12-23,2016-12-26,Estimate,,,,,,,2021-04-09,2021-04-14,Actual,December 2016,,2016-12-31,April 2021,2021-04-30,June 2019,Actual,2019-06-30,June 2019,Actual,2019-06-30,,Interventional,,,Improving Dental Care and Oral Health in Children With Autism Spectrum Disorder,Improving Dental Care and Oral Health in Children With Autism Spectrum Disorder,Completed,,Not Applicable,119,Actual,"University of California, Irvine",,2,,,FALSE,,,,FALSE,,,,,,,,,,,No,No plan to share IPD data beyond collaborating sites (MGH and NCH).,2022-06-22 22:51:31,2022-06-22 22:51:31,OTHER,,,,,35211746
NCT03001739,,2016-12-10,,,2016-12-20,2016-12-20,2016-12-23,Estimate,,,,,,,2016-12-20,2016-12-23,Estimate,December 2016,,2016-12-31,December 2016,2016-12-31,July 2019,Anticipated,2019-07-31,December 2018,Anticipated,2018-12-31,,Interventional,RAID,,Intensive Blood PRessure Control in Patients With Acute Type B AortIc Dissection,Intensive Blood PRessure Control in Patients With Acute Type B AortIc Dissection (RAID): Study Protocol for Randomized Controlled Trial,Unknown status,Recruiting,Phase 1,360,Anticipated,Sir Run Run Shaw Hospital,,2,,,FALSE,,,,TRUE,,,,,,,,,,,No,,2022-06-22 22:53:32,2022-06-22 22:53:32,OTHER,,,,,28616291
NCT02996695,,2016-12-15,,,2019-11-27,2016-12-15,2016-12-19,Estimate,,,,,,,2019-11-27,2019-12-02,Actual,"April 6, 2017",Actual,2017-04-06,"July 19, 2017",2017-07-19,"June 22, 2018",Actual,2018-06-22,"June 22, 2018",Actual,2018-06-22,,Interventional,,,Safety and Efficacy of Sanaria's PfSPZ-CVac in Malian Adults,"Safety, Tolerability, Immunogenicity and Protective Efficacy Against Naturally-Transmitted Malaria of Infectious, Cryopreserved Plasmodium Falciparum Sporozoites (PfSPZ Challenge) Administered by Direct Venous Inoculation Under Chloroquine Chemoprophylaxis (PfSPZ-CVac), in Malian Adults: A Randomized, Double Blind, Placebo-Controlled Trial",Completed,,Phase 1,62,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,2,,,FALSE,,,,,TRUE,FALSE,,,FALSE,,,,,,,,2022-06-22 23:00:23,2022-06-22 23:00:23,NIH,,,,,
NCT02990299,,2016-12-05,,,2022-04-18,2016-12-08,2016-12-13,Estimate,,,,,,,2022-04-18,2022-04-25,Actual,"March 24, 2017",Actual,2017-03-24,April 2022,2022-04-30,"January 7, 2022",Actual,2022-01-07,"January 7, 2022",Actual,2022-01-07,,Interventional,mDAS,,mHealth for Diabetes Adherence Support,mHealth for Diabetes Adherence Support,Completed,,Not Applicable,221,Actual,University of Illinois at Chicago,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-22 23:16:30,2022-06-22 23:16:30,OTHER,,,,,33688847
NCT02981823,,2016-11-24,,,2016-12-01,2016-12-01,2016-12-05,Estimate,,,,,,,2016-12-01,2016-12-05,Estimate,January 2015,,2015-01-31,December 2016,2016-12-31,June 2017,Anticipated,2017-06-30,December 2016,Anticipated,2016-12-31,,Interventional,,,Effect of Periprosthetic Fracture on Hip Function After Femoral Neck-preserving Total Hip Arthroplasty,"Effect of Periprosthetic Fracture on Hip Function After Femoral Neck-preserving Total Hip Arthroplasty: a Prospective, Single-center, Self-controlled Trial With 2-year Follow-up",Unknown status,"Active, not recruiting",Not Applicable,25,Actual,Hebei Medical University Third Hospital,,1,,,FALSE,,,,TRUE,,,,,,,,,,,No,,2022-06-22 23:40:37,2022-06-22 23:40:37,OTHER,,,,,
NCT02979288,,2016-11-28,,,2021-02-23,2016-11-28,2016-12-01,Estimate,,,,,,,2021-02-23,2021-02-24,Actual,"May 2, 2017",Actual,2017-05-02,August 2018,2018-08-31,"December 30, 2020",Actual,2020-12-30,"November 1, 2020",Actual,2020-11-01,,Interventional,LCR35&PTD,,Treatment of the Intermediate Vaginal Microbiota With Vaginal Lactobacillus Casei Rhamnosus to Improve Pregnancy Outcome,Treatment of the Intermediate Vaginal Microbiota With Vaginal Probiotics Containing Lactobacillus Casei Rhamnosus (Lcr Regenerans) to Improve Pregnancy Outcomes,Completed,,Phase 3,120,Actual,Medical University of Vienna,,4,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-22 23:52:43,2022-06-22 23:52:43,OTHER,,,,,26658473
NCT02978924,,2016-11-22,,,2021-08-24,2016-11-28,2016-12-01,Estimate,,,,,,,2021-08-24,2021-08-25,Actual,"January 17, 2017",Actual,2017-01-17,August 2021,2021-08-31,"November 28, 2017",Actual,2017-11-28,November 2017,Actual,2017-11-30,,Interventional,STOP,,Trans-spinal Direct Current Stimulation in Primary Orthostatic Tremor,Trans-spinal Direct Current Stimulation in Primary Orthostatic Tremor,Completed,,Not Applicable,18,Actual,"Institut National de la Santé Et de la Recherche Médicale, France",,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-22 23:54:05,2022-06-22 23:54:05,OTHER_GOV,,,,,
NCT02973425,,2016-11-08,,,2020-11-10,2016-11-21,2016-11-25,Estimate,,,,,,,2020-11-10,2020-11-13,Actual,"November 7, 2016",Actual,2016-11-07,November 2020,2020-11-30,"July 31, 2020",Actual,2020-07-31,"July 31, 2020",Actual,2020-07-31,,Interventional,,,Take a Break (TAB): mHealth-assisted Skills Building Challenge for Unmotivated Smokers,Take a Break (TAB): mHealth-assisted Skills Building Challenge for Unmotivated Smokers,Completed,,Not Applicable,433,Actual,"University of Massachusetts, Worcester",,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,2022-06-23 0:17:53,2022-06-23 0:17:53,OTHER,,,,,35072714
NCT02966392,,2016-11-09,,,2020-05-28,2016-11-14,2016-11-17,Estimate,,,,,,,2020-05-28,2020-05-29,Actual,"November 1, 2016",Actual,2016-11-01,May 2020,2020-05-31,September 2019,Actual,2019-09-30,"March 7, 2019",Actual,2019-03-07,,Interventional,VARI-prevent,,Continuous Endotracheal Cuff Pressure Control to Prevent Ventilator Associated Respiratory Infections,A Randomised Controlled Trial of Continuous Endotracheal Cuff Pressure Control for the Prevention of Ventilator Associated Respiratory Infections,Completed,,Not Applicable,600,Actual,"Oxford University Clinical Research Unit, Vietnam",,2,,,FALSE,,,,TRUE,,,,,,,,,,,Undecided,"We hope to share IPD, however the framework to do so is not yet finalised with our collaborating institutions",2022-06-23 0:39:00,2022-06-23 0:39:00,OTHER,,,,,34420048
NCT02966704,,2016-01-08,,,2017-12-13,2016-11-14,2016-11-17,Estimate,,,,,,,2017-12-13,2017-12-14,Actual,"July 21, 2016",Actual,2016-07-21,December 2017,2017-12-31,"November 21, 2016",Actual,2016-11-21,"November 21, 2016",Actual,2016-11-21,,Interventional,,,Stable Isotope Method to Assess Dietary Protein Quality,A Dual Stable Isotope Method to Assess Dietary Protein Quality in Humans: Characterization of Intrinsically Labelled 15N Milk Protein as a Reference Protein,Completed,,Not Applicable,10,Actual,Wageningen University,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,2022-06-23 0:39:14,2022-06-23 0:39:14,OTHER,,,,,32710787
NCT02959957,,2016-10-13,,,2019-09-12,2016-11-07,2016-11-09,Estimate,,,,,,,2019-09-12,2019-09-16,Actual,"May 20, 2016",Actual,2016-05-20,September 2019,2019-09-30,August 2019,Actual,2019-08-31,August 2019,Actual,2019-08-31,,Interventional,,,Disturbance of the Intestinal Microbiota by Temocillin vs Cefotaxime in Treatment of Febrile Urinary Tract Infections,"A Randomized, Controlled, Multicentre Trial of Collateral Damage on the Intestinal Microbiota Inferred by Temocillin Versus Cefotaxime in Patients Receiving Empirical Treatment for Febrile Urinary Tract Infections",Completed,,Phase 4,157,Actual,Public Health Agency of Sweden,,2,,,FALSE,,,,FALSE,,,,,,,,,,,No,,2022-06-23 0:49:01,2022-06-23 0:49:01,OTHER_GOV,,,,,
NCT02956850,,2016-11-03,,,2021-07-05,2016-11-03,2016-11-06,Estimate,,,,,,,2021-07-05,2021-07-07,Actual,"December 12, 2016",Actual,2016-12-12,July 2021,2021-07-31,"June 15, 2021",Actual,2021-06-15,"June 15, 2021",Actual,2021-06-15,,Interventional,,,"A Study in Healthy Volunteers and in Participants With Chronic Hepatitis B to Assess Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single and Multiple Doses of RO7020531","A Phase I, Sponsor-Open, Investigator-Blinded, Subject-Blinded, Multi-Center, Placebo-Controlled Study to Evaluate Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Oral Administration of RO7020531: (1). Single and Multiple Ascending Doses in Healthy Male and Female Subjects; (2). 6-week Treatment of Patients With Chronic Hepatitis B Virus Infection",Completed,,Phase 1,46,Actual,Hoffmann-La Roche,,3,,,FALSE,,,,,,,,,,,,,,,,,2022-06-23 0:52:34,2022-06-23 0:52:34,INDUSTRY,,,,,
NCT02951299,,2016-10-25,,,2017-04-24,2016-10-31,2016-11-01,Estimate,,,,,,,2017-04-24,2017-04-26,Actual,"May 1, 2017",Anticipated,2017-05-01,November 2016,2016-11-30,"August 31, 2017",Anticipated,2017-08-31,"June 1, 2017",Anticipated,2017-06-01,,Interventional,,,The Protective Effect of Pentoxifylline on Acute Kidney Injury,"Branch Director, Division of Nephrology, Department of Internal Medicine, Taipei Medical University Hospital.",Unknown status,Not yet recruiting,Phase 2/Phase 3,140,Anticipated,Taipei Medical University Hospital,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-23 1:01:26,2022-06-23 1:01:26,OTHER,,,,,
NCT02950571,,2016-10-26,,,2019-03-04,2016-10-28,2016-11-01,Estimate,,,,,,,2019-03-04,2019-03-06,Actual,October 2016,Actual,2016-10-31,March 2019,2019-03-31,December 2017,Actual,2017-12-31,September 2017,Actual,2017-09-30,,Interventional,,,RCT Examining the Effectiveness of Digital Picture Frame Use in Inpatient Setting,A Randomized Controlled Trial Examining the Effectiveness of Digital Picture Frame Use on the Long Term Inpatient Experience,Completed,,Not Applicable,33,Actual,Centre for Addiction and Mental Health,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-23 1:02:39,2022-06-23 1:02:39,OTHER,,,,,
NCT02946723,,2016-10-25,,,2016-10-25,2016-10-25,2016-10-27,Estimate,,,,,,,2016-10-25,2016-10-27,Estimate,February 2017,,2017-02-28,October 2016,2016-10-31,February 2019,Anticipated,2019-02-28,August 2018,Anticipated,2018-08-31,,Interventional,,,A Study to Compare the Efficacy and Safety of Ultrasound Guided Lead Implantation for Sacral Neuromodulation (SNM) in Subjects With Overactive Bladder (OAB) With X-Ray Guided Technique,A Study to Compare the Efficacy and Safety of Ultrasound Guided Lead Implantation for Sacral Neuromodulation (SNM) in Subjects With Overactive Bladder (OAB)With X-Ray Guided Technique,Unknown status,Not yet recruiting,Phase 1,30,Anticipated,"Beijing Pins Medical Co., Ltd",,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,2022-06-23 1:08:52,2022-06-23 1:08:52,INDUSTRY,,,,,
NCT04966871,,2021-06-03,,,2022-04-04,2021-07-07,2021-07-19,Actual,,,,,,,2022-04-04,2022-04-05,Actual,"September 27, 2021",Actual,2021-09-27,April 2022,2022-04-30,May 2022,Anticipated,2022-05-31,May 2022,Anticipated,2022-05-31,,Interventional,,,"Safety, Tolerability and Efficacy of PfSPZ Vaccine Against Heterologous CHMI in US Malaria naïve Adults","A Clinical Trial of a 3-dose, 28-Day Regimen of PfSPZ Vaccine in Healthy, Malaria-Naïve, Adult Subjects to Determine Safety, Tolerability and Efficacy Against Heterologous CHMI Conducted 14, 42 or 70 Days After Immunization",Recruiting,,Phase 1,54,Anticipated,Sanaria Inc.,,6,,,FALSE,,,,TRUE,TRUE,FALSE,,,,,,,,,,,2022-06-23 2:01:40,2022-06-23 2:01:40,INDUSTRY,,,,,
NCT02903849,,2016-09-13,,,2017-05-08,2016-09-15,2016-09-16,Estimate,,,,,,,2017-05-08,2017-05-09,Actual,September 2016,,2016-09-30,May 2017,2017-05-31,January 2017,Actual,2017-01-31,December 2016,Actual,2016-12-31,,Interventional,,,Using Self-Motivating Messages to Encourage People to Exercise More,Using Self-Motivating Messages to Encourage People to Exercise More,Completed,,Not Applicable,324,Actual,Washington University School of Medicine,,2,,,FALSE,,,,,,,,,,,,,,,,,2022-06-23 2:30:10,2022-06-23 2:30:10,OTHER,,,,,
NCT05427708,,2022-03-01,,,2022-06-16,2022-06-16,2022-06-22,Estimate,,,,,,,2022-06-16,2022-06-22,Estimate,"July 1, 2022",Anticipated,2022-07-01,June 2022,2022-06-30,May 2025,Anticipated,2025-05-31,May 2025,Anticipated,2025-05-31,,Interventional,,,Respiratory Training vs Interoceptive Exposure in the Treatment of Transdiagnostic Pathological Anxiety,Respiratory Training vs Interoceptive Exposure in the Treatment of Transdiagnostic Pathological Anxiety: A Randomized Clinical Trial,Not yet recruiting,,Not Applicable,102,Anticipated,University of Texas at Austin,,3,,,,,,,TRUE,FALSE,TRUE,,,,,,,,,No,,2022-06-23 11:52:54,2022-06-23 11:52:54,OTHER,,,,,
NCT05427591,,2019-06-25,,,2022-06-16,2022-06-16,2022-06-22,Estimate,,,,,,,2022-06-16,2022-06-22,Estimate,"October 1, 2019",Actual,2019-10-01,June 2022,2022-06-30,"January 1, 2021",Actual,2021-01-01,"December 30, 2020",Actual,2020-12-30,,Interventional,,,Evaluation of the Chemo-mechanical Caries Removal Agent (BRIX3000®) in Primary Molars,Clinical and Microbiological Evaluation of the Chemo-mechanical Caries Removal Agent (BRIX3000®) in Primary Molars: A Randomized Controlled Clinical Trial.,Completed,,Not Applicable,60,Actual,King Abdulaziz University,,4,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,The data will become available within 18 months starting from 1st July 2019 for unlimited time.,Public,,Yes,All IPD that underlie results in a publication,2022-06-23 11:53:00,2022-06-23 11:53:00,OTHER,,,,,
NCT05427500,,2022-06-09,,,2022-06-17,2022-06-17,2022-06-22,Estimate,,,,,,,2022-06-17,2022-06-22,Estimate,"September 1, 2022",Anticipated,2022-09-01,June 2022,2022-06-30,"September 1, 2023",Anticipated,2023-09-01,"September 1, 2023",Anticipated,2023-09-01,,Interventional,,,Stellate Ganglion Block in the Treatment of Posttraumatic Stress Disorder,"Stellate Ganglion Block in the Treatment of Posttraumatic Stress Disorder: Outcome Evaluation, Mechanism of Action, and Integration in Care - A Phase III Randomized Controlled Trial",Not yet recruiting,,Early Phase 1,18,Anticipated,The Royal's Institute of Mental Health Research,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,FALSE,,,,,,No,,2022-06-23 11:53:05,2022-06-23 11:53:05,OTHER,,,,,
NCT05425277,,2022-06-12,,,2022-06-15,2022-06-15,2022-06-21,Actual,,,,,,,2022-06-15,2022-06-21,Actual,"May 15, 2021",Actual,2021-05-15,June 2022,2022-06-30,"July 14, 2023",Anticipated,2023-07-14,"July 14, 2023",Anticipated,2023-07-14,,Interventional,,,Assessing the Effectiveness of Reciprocal Imitation Teaching in Part C Early Intervention Settings (Sprout Study),"Assessing the Effectiveness of a Low-Cost, Evidence-Based Naturalistic Developmental Behavioral Intervention (NDBI) in IDEA Part C Early Intervention Settings",Recruiting,,Not Applicable,180,Anticipated,University of Washington,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,2022-06-23 11:55:52,2022-06-23 11:55:52,OTHER,,,,,
