title,param_value,param_type,nct_id,classification,subjects_affected,subjects_at_risk,event_count,adverse_event_term
,,,NCT00574548,,0.0,223.0,,Renal failure
,,,NCT00574548,,0.0,478.0,,Hypertonic bladder
,,,NCT00574548,,1.0,237.0,,Hypertonic bladder
,,,NCT00574548,,1.0,478.0,,Hypertonic bladder
,,,NCT00574548,,0.0,237.0,,Hypertonic bladder
,,,NCT00574548,,0.0,160.0,,Hypertonic bladder
,,,NCT00574548,,1.0,267.0,,Hypertonic bladder
,,,NCT00574548,,0.0,223.0,,Hypertonic bladder
,,,NCT00574548,,1.0,160.0,,Hypertonic bladder
,,,NCT00574548,,0.0,267.0,,Hypertonic bladder
,,,NCT00574548,,0.0,223.0,,Hypertonic bladder
,,,NCT00574548,,0.0,478.0,,Nephrolithiasis
,,,NCT00574548,,0.0,237.0,,Nephrolithiasis
,,,NCT00574548,,0.0,478.0,,Nephrolithiasis
,,,NCT00574548,,1.0,237.0,,Nephrolithiasis
,,,NCT00574548,,0.0,160.0,,Nephrolithiasis
,,,NCT00574548,,0.0,267.0,,Nephrolithiasis
,,,NCT00574548,,0.0,223.0,,Nephrolithiasis
,,,NCT00574548,,0.0,160.0,,Nephrolithiasis
,,,NCT00574548,,0.0,267.0,,Nephrolithiasis
,,,NCT00574548,,1.0,223.0,,Nephrolithiasis
,,,NCT00574548,,0.0,478.0,,Urinary incontinence
,,,NCT00574548,,0.0,237.0,,Urinary incontinence
,,,NCT00574548,,0.0,478.0,,Urinary incontinence
,,,NCT00574548,,1.0,237.0,,Urinary incontinence
,,,NCT00574548,,0.0,160.0,,Urinary incontinence
,,,NCT00574548,,0.0,267.0,,Urinary incontinence
,,,NCT00574548,,0.0,223.0,,Urinary incontinence
,,,NCT00574548,,0.0,160.0,,Urinary incontinence
,,,NCT00574548,,0.0,267.0,,Urinary incontinence
,,,NCT00574548,,0.0,223.0,,Urinary incontinence
,,,NCT00574548,,0.0,478.0,,Renal failure chronic
,,,NCT00574548,,0.0,237.0,,Renal failure chronic
,,,NCT00574548,,0.0,478.0,,Renal failure chronic
,,,NCT00574548,,0.0,237.0,,Renal failure chronic
,,,NCT00574548,,0.0,160.0,,Renal failure chronic
,,,NCT00574548,,0.0,267.0,,Renal failure chronic
,,,NCT00574548,,0.0,223.0,,Renal failure chronic
,,,NCT00574548,,1.0,160.0,,Renal failure chronic
,,,NCT00574548,,0.0,267.0,,Renal failure chronic
,,,NCT00574548,,0.0,223.0,,Renal failure chronic
,,,NCT00574548,,1.0,478.0,,Benign prostatic hyperplasia
,,,NCT00574548,,0.0,237.0,,Benign prostatic hyperplasia
,,,NCT00574548,,0.0,478.0,,Benign prostatic hyperplasia
,,,NCT00574548,,0.0,237.0,,Benign prostatic hyperplasia
,,,NCT00574548,,0.0,160.0,,Benign prostatic hyperplasia
,,,NCT00574548,,0.0,267.0,,Benign prostatic hyperplasia
,,,NCT00574548,,1.0,223.0,,Benign prostatic hyperplasia
,,,NCT00574548,,0.0,160.0,,Benign prostatic hyperplasia
,,,NCT00574548,,0.0,267.0,,Benign prostatic hyperplasia
,,,NCT00574548,,1.0,223.0,,Benign prostatic hyperplasia
,,,NCT00574548,,1.0,478.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,237.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,478.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,237.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,160.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,267.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,223.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,160.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,267.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,223.0,,Vaginal haemorrhage
,,,NCT00574548,,0.0,478.0,,Cervical dysplasia
,,,NCT00574548,,0.0,237.0,,Cervical dysplasia
,,,NCT00574548,,1.0,478.0,,Cervical dysplasia
,,,NCT00574548,,0.0,237.0,,Cervical dysplasia
,,,NCT00574548,,0.0,160.0,,Cervical dysplasia
,,,NCT00574548,,0.0,267.0,,Cervical dysplasia
,,,NCT00574548,,0.0,223.0,,Cervical dysplasia
,,,NCT00574548,,0.0,160.0,,Cervical dysplasia
,,,NCT00574548,,0.0,267.0,,Cervical dysplasia
,,,NCT00574548,,0.0,223.0,,Cervical dysplasia
,,,NCT00574548,,0.0,478.0,,Sexual dysfunction
,,,NCT00574548,,0.0,237.0,,Sexual dysfunction
,,,NCT00574548,,1.0,478.0,,Sexual dysfunction
,,,NCT00574548,,0.0,237.0,,Sexual dysfunction
,,,NCT00574548,,0.0,160.0,,Sexual dysfunction
,,,NCT00574548,,0.0,267.0,,Sexual dysfunction
,,,NCT00574548,,0.0,223.0,,Sexual dysfunction
,,,NCT00574548,,0.0,160.0,,Sexual dysfunction
,,,NCT00574548,,0.0,267.0,,Sexual dysfunction
,,,NCT00574548,,0.0,223.0,,Sexual dysfunction
,,,NCT00574548,,0.0,478.0,,Erectile dysfunction
,,,NCT00574548,,0.0,237.0,,Erectile dysfunction
,,,NCT00574548,,0.0,478.0,,Erectile dysfunction
,,,NCT00574548,,1.0,237.0,,Erectile dysfunction
,,,NCT00574548,,0.0,160.0,,Erectile dysfunction
,,,NCT00574548,,0.0,267.0,,Erectile dysfunction
,,,NCT00574548,,0.0,223.0,,Erectile dysfunction
,,,NCT00574548,,0.0,160.0,,Erectile dysfunction
,,,NCT00574548,,0.0,267.0,,Erectile dysfunction
,,,NCT00574548,,1.0,223.0,,Erectile dysfunction
,,,NCT00574548,,0.0,478.0,,Atrophic vulvovaginitis
,,,NCT00574548,,0.0,237.0,,Atrophic vulvovaginitis
,,,NCT00574548,,0.0,478.0,,Atrophic vulvovaginitis
,,,NCT00574548,,0.0,237.0,,Atrophic vulvovaginitis
,,,NCT00574548,,0.0,160.0,,Atrophic vulvovaginitis
,,,NCT00574548,,0.0,267.0,,Atrophic vulvovaginitis
,,,NCT00574548,,0.0,223.0,,Atrophic vulvovaginitis
,,,NCT00574548,,1.0,160.0,,Atrophic vulvovaginitis
,,,NCT00574548,,1.0,267.0,,Atrophic vulvovaginitis
,,,NCT00574548,,0.0,223.0,,Atrophic vulvovaginitis
,,,NCT00574548,,0.0,478.0,,Prostatitis
,,,NCT00574548,,0.0,237.0,,Prostatitis
,,,NCT00574548,,0.0,478.0,,Prostatitis
,,,NCT00574548,,0.0,237.0,,Prostatitis
,,,NCT00574548,,0.0,160.0,,Prostatitis
,,,NCT00574548,,0.0,267.0,,Prostatitis
,,,NCT00574548,,0.0,223.0,,Prostatitis
,,,NCT00574548,,0.0,160.0,,Prostatitis
,,,NCT00574548,,1.0,267.0,,Prostatitis
,,,NCT00574548,,0.0,223.0,,Prostatitis
,,,NCT00574548,,0.0,478.0,,Breast pain
,,,NCT00574548,,0.0,237.0,,Breast pain
,,,NCT00574548,,0.0,478.0,,Breast pain
,,,NCT00574548,,0.0,237.0,,Breast pain
,,,NCT00574548,,0.0,160.0,,Breast pain
,,,NCT00574548,,0.0,267.0,,Breast pain
,,,NCT00574548,,0.0,223.0,,Breast pain
,,,NCT00574548,,1.0,160.0,,Breast pain
,,,NCT00574548,,0.0,267.0,,Breast pain
,,,NCT00574548,,0.0,223.0,,Breast pain
,,,NCT00574548,,4.0,478.0,,Cough
,,,NCT00574548,,2.0,237.0,,Cough
,,,NCT00574548,,1.0,478.0,,Cough
,,,NCT00574548,,0.0,237.0,,Cough
,,,NCT00574548,,2.0,160.0,,Cough
,,,NCT00574548,,3.0,267.0,,Cough
,,,NCT00574548,,2.0,223.0,,Cough
,,,NCT00574548,,0.0,160.0,,Cough
,,,NCT00574548,,0.0,267.0,,Cough
,,,NCT00574548,,0.0,223.0,,Cough
,,,NCT00574548,,4.0,478.0,,Sinus congestion
,,,NCT00574548,,2.0,237.0,,Sinus congestion
,,,NCT00574548,,0.0,478.0,,Sinus congestion
,,,NCT00574548,,0.0,237.0,,Sinus congestion
,,,NCT00574548,,1.0,160.0,,Sinus congestion
,,,NCT00574548,,0.0,267.0,,Sinus congestion
,,,NCT00574548,,0.0,223.0,,Sinus congestion
,,,NCT00574548,,0.0,160.0,,Sinus congestion
,,,NCT00574548,,0.0,267.0,,Sinus congestion
,,,NCT00574548,,0.0,223.0,,Sinus congestion
,,,NCT00574548,,4.0,478.0,,Oropharyngeal pain
,,,NCT00574548,,0.0,237.0,,Oropharyngeal pain
,,,NCT00574548,,0.0,478.0,,Oropharyngeal pain
,,,NCT00574548,,0.0,237.0,,Oropharyngeal pain
,,,NCT00574548,,0.0,160.0,,Oropharyngeal pain
,,,NCT00574548,,1.0,267.0,,Oropharyngeal pain
,,,NCT00574548,,1.0,223.0,,Oropharyngeal pain
,,,NCT00574548,,0.0,160.0,,Oropharyngeal pain
,,,NCT00574548,,0.0,267.0,,Oropharyngeal pain
,,,NCT00574548,,0.0,223.0,,Oropharyngeal pain
,,,NCT00574548,,1.0,478.0,,Nasal congestion
,,,NCT00574548,,1.0,237.0,,Nasal congestion
,,,NCT00574548,,0.0,478.0,,Nasal congestion
,,,NCT00574548,,0.0,237.0,,Nasal congestion
,,,NCT00574548,,1.0,160.0,,Nasal congestion
,,,NCT00574548,,2.0,267.0,,Nasal congestion
,,,NCT00574548,,1.0,223.0,,Nasal congestion
,,,NCT00574548,,0.0,160.0,,Nasal congestion
,,,NCT00574548,,0.0,267.0,,Nasal congestion
,,,NCT00574548,,0.0,223.0,,Nasal congestion
,,,NCT00574548,,2.0,478.0,,Rhinorrhoea
,,,NCT00574548,,0.0,237.0,,Rhinorrhoea
,,,NCT00574548,,0.0,478.0,,Rhinorrhoea
,,,NCT00574548,,0.0,237.0,,Rhinorrhoea
,,,NCT00574548,,0.0,160.0,,Rhinorrhoea
,,,NCT00574548,,0.0,267.0,,Rhinorrhoea
,,,NCT00574548,,0.0,223.0,,Rhinorrhoea
,,,NCT00574548,,0.0,160.0,,Rhinorrhoea
,,,NCT00574548,,0.0,267.0,,Rhinorrhoea
,,,NCT00574548,,0.0,223.0,,Rhinorrhoea
,,,NCT00574548,,1.0,478.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,237.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,478.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,237.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,160.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,267.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,223.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,160.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,267.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,223.0,,Bronchial hyperreactivity
,,,NCT00574548,,0.0,478.0,,Respiratory disorder
,,,NCT00574548,,1.0,237.0,,Respiratory disorder
,,,NCT00574548,,0.0,478.0,,Respiratory disorder
,,,NCT00574548,,0.0,237.0,,Respiratory disorder
,,,NCT00574548,,0.0,160.0,,Respiratory disorder
,,,NCT00574548,,0.0,267.0,,Respiratory disorder
,,,NCT00574548,,0.0,223.0,,Respiratory disorder
,,,NCT00574548,,0.0,160.0,,Respiratory disorder
,,,NCT00574548,,0.0,267.0,,Respiratory disorder
,,,NCT00574548,,0.0,223.0,,Respiratory disorder
,,,NCT00574548,,0.0,478.0,,Rhinitis allergic
,,,NCT00574548,,1.0,237.0,,Rhinitis allergic
,,,NCT00574548,,0.0,478.0,,Rhinitis allergic
,,,NCT00574548,,0.0,237.0,,Rhinitis allergic
,,,NCT00574548,,0.0,160.0,,Rhinitis allergic
,,,NCT00574548,,0.0,267.0,,Rhinitis allergic
,,,NCT00574548,,0.0,223.0,,Rhinitis allergic
,,,NCT00574548,,0.0,160.0,,Rhinitis allergic
,,,NCT00574548,,0.0,267.0,,Rhinitis allergic
,,,NCT00574548,,2.0,223.0,,Rhinitis allergic
,,,NCT00574548,,0.0,478.0,,Sleep apnoea syndrome
,,,NCT00574548,,1.0,237.0,,Sleep apnoea syndrome
,,,NCT00574548,,0.0,478.0,,Sleep apnoea syndrome
,,,NCT00574548,,0.0,237.0,,Sleep apnoea syndrome
,,,NCT00574548,,1.0,160.0,,Sleep apnoea syndrome
,,,NCT00574548,,0.0,267.0,,Sleep apnoea syndrome
,,,NCT00574548,,0.0,223.0,,Sleep apnoea syndrome
,,,NCT00574548,,0.0,160.0,,Sleep apnoea syndrome
,,,NCT00574548,,1.0,267.0,,Sleep apnoea syndrome
,,,NCT00574548,,1.0,223.0,,Sleep apnoea syndrome
,,,NCT00574548,,0.0,478.0,,Upper respiratory tract congestion
,,,NCT00574548,,1.0,237.0,,Upper respiratory tract congestion
,,,NCT00574548,,0.0,478.0,,Upper respiratory tract congestion
,,,NCT00574548,,1.0,237.0,,Upper respiratory tract congestion
,,,NCT00574548,,0.0,160.0,,Upper respiratory tract congestion
,,,NCT00574548,,0.0,267.0,,Upper respiratory tract congestion
,,,NCT00574548,,0.0,223.0,,Upper respiratory tract congestion
,,,NCT00574548,,0.0,160.0,,Upper respiratory tract congestion
,,,NCT00574548,,0.0,267.0,,Upper respiratory tract congestion
,,,NCT00574548,,0.0,223.0,,Upper respiratory tract congestion
,,,NCT00574548,,0.0,478.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,0.0,237.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,1.0,478.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,1.0,237.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,0.0,160.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,0.0,267.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,0.0,223.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,0.0,160.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,0.0,267.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,0.0,223.0,,Chronic obstructive pulmonary disease
,,,NCT00574548,,0.0,478.0,,Acute respiratory distress syndrome
,,,NCT00574548,,0.0,237.0,,Acute respiratory distress syndrome
,,,NCT00574548,,1.0,478.0,,Acute respiratory distress syndrome
,,,NCT00574548,,0.0,237.0,,Acute respiratory distress syndrome
,,,NCT00574548,,0.0,160.0,,Acute respiratory distress syndrome
,,,NCT00574548,,0.0,267.0,,Acute respiratory distress syndrome
,,,NCT00574548,,0.0,223.0,,Acute respiratory distress syndrome
,,,NCT00574548,,0.0,160.0,,Acute respiratory distress syndrome
,,,NCT00574548,,0.0,267.0,,Acute respiratory distress syndrome
,,,NCT00574548,,0.0,223.0,,Acute respiratory distress syndrome
,,,NCT00574548,,0.0,478.0,,Atelectasis
,,,NCT00574548,,0.0,237.0,,Atelectasis
,,,NCT00574548,,1.0,478.0,,Atelectasis
,,,NCT00574548,,0.0,237.0,,Atelectasis
,,,NCT00574548,,0.0,160.0,,Atelectasis
,,,NCT00574548,,0.0,267.0,,Atelectasis
,,,NCT00574548,,0.0,223.0,,Atelectasis
,,,NCT00574548,,0.0,160.0,,Atelectasis
,,,NCT00574548,,0.0,267.0,,Atelectasis
,,,NCT00574548,,0.0,223.0,,Atelectasis
,,,NCT00574548,,0.0,478.0,,Dyspnoea exertional
,,,NCT00574548,,0.0,237.0,,Dyspnoea exertional
,,,NCT00574548,,1.0,478.0,,Dyspnoea exertional
,,,NCT00574548,,0.0,237.0,,Dyspnoea exertional
,,,NCT00574548,,0.0,160.0,,Dyspnoea exertional
,,,NCT00574548,,0.0,267.0,,Dyspnoea exertional
,,,NCT00574548,,0.0,223.0,,Dyspnoea exertional
,,,NCT00574548,,0.0,160.0,,Dyspnoea exertional
,,,NCT00574548,,0.0,267.0,,Dyspnoea exertional
,,,NCT00574548,,0.0,223.0,,Dyspnoea exertional
,,,NCT00574548,,0.0,478.0,,Pleural effusion
,,,NCT00574548,,0.0,237.0,,Pleural effusion
,,,NCT00574548,,0.0,478.0,,Pleural effusion
,,,NCT00574548,,1.0,237.0,,Pleural effusion
,,,NCT00574548,,0.0,160.0,,Pleural effusion
,,,NCT00574548,,0.0,267.0,,Pleural effusion
,,,NCT00574548,,0.0,223.0,,Pleural effusion
,,,NCT00574548,,0.0,160.0,,Pleural effusion
,,,NCT00574548,,0.0,267.0,,Pleural effusion
,,,NCT00574548,,0.0,223.0,,Pleural effusion
,,,NCT00574548,,0.0,478.0,,Pulmonary congestion
,,,NCT00574548,,0.0,237.0,,Pulmonary congestion
,,,NCT00574548,,0.0,478.0,,Pulmonary congestion
,,,NCT00574548,,0.0,237.0,,Pulmonary congestion
,,,NCT00574548,,0.0,160.0,,Pulmonary congestion
,,,NCT00574548,,1.0,267.0,,Pulmonary congestion
,,,NCT00574548,,1.0,223.0,,Pulmonary congestion
,,,NCT00574548,,0.0,160.0,,Pulmonary congestion
,,,NCT00574548,,0.0,267.0,,Pulmonary congestion
,,,NCT00574548,,0.0,223.0,,Pulmonary congestion
,,,NCT00574548,,0.0,478.0,,Asthma
,,,NCT00574548,,0.0,237.0,,Asthma
,,,NCT00574548,,0.0,478.0,,Asthma
,,,NCT00574548,,0.0,237.0,,Asthma
,,,NCT00574548,,0.0,160.0,,Asthma
,,,NCT00574548,,1.0,267.0,,Asthma
,,,NCT00574548,,0.0,223.0,,Asthma
,,,NCT00574548,,0.0,160.0,,Asthma
,,,NCT00574548,,0.0,267.0,,Asthma
,,,NCT00574548,,0.0,223.0,,Asthma
,,,NCT00574548,,0.0,478.0,,Bronchospasm
,,,NCT00574548,,0.0,237.0,,Bronchospasm
,,,NCT00574548,,0.0,478.0,,Bronchospasm
,,,NCT00574548,,0.0,237.0,,Bronchospasm
,,,NCT00574548,,1.0,160.0,,Bronchospasm
,,,NCT00574548,,0.0,267.0,,Bronchospasm
,,,NCT00574548,,0.0,223.0,,Bronchospasm
,,,NCT00574548,,0.0,160.0,,Bronchospasm
,,,NCT00574548,,0.0,267.0,,Bronchospasm
,,,NCT00574548,,0.0,223.0,,Bronchospasm
,,,NCT00574548,,0.0,478.0,,Nasal cyst
,,,NCT00574548,,0.0,237.0,,Nasal cyst
,,,NCT00574548,,0.0,478.0,,Nasal cyst
,,,NCT00574548,,0.0,237.0,,Nasal cyst
,,,NCT00574548,,1.0,160.0,,Nasal cyst
,,,NCT00574548,,0.0,267.0,,Nasal cyst
,,,NCT00574548,,0.0,223.0,,Nasal cyst
,,,NCT00574548,,0.0,160.0,,Nasal cyst
,,,NCT00574548,,0.0,267.0,,Nasal cyst
,,,NCT00574548,,0.0,223.0,,Nasal cyst
,,,NCT00574548,,0.0,478.0,,Dyspnoea
,,,NCT00574548,,0.0,237.0,,Dyspnoea
,,,NCT00574548,,0.0,478.0,,Dyspnoea
,,,NCT00574548,,0.0,237.0,,Dyspnoea
,,,NCT00574548,,0.0,160.0,,Dyspnoea
,,,NCT00574548,,0.0,267.0,,Dyspnoea
,,,NCT00574548,,0.0,223.0,,Dyspnoea
,,,NCT00574548,,1.0,160.0,,Dyspnoea
,,,NCT00574548,,0.0,267.0,,Dyspnoea
,,,NCT00574548,,0.0,223.0,,Dyspnoea
,,,NCT00574548,,0.0,478.0,,Obstructive airways disorder
,,,NCT00574548,,0.0,237.0,,Obstructive airways disorder
,,,NCT00574548,,0.0,478.0,,Obstructive airways disorder
,,,NCT00574548,,0.0,237.0,,Obstructive airways disorder
,,,NCT00574548,,0.0,160.0,,Obstructive airways disorder
,,,NCT00574548,,0.0,267.0,,Obstructive airways disorder
,,,NCT00574548,,0.0,223.0,,Obstructive airways disorder
,,,NCT00574548,,1.0,160.0,,Obstructive airways disorder
,,,NCT00574548,,0.0,267.0,,Obstructive airways disorder
,,,NCT00574548,,0.0,223.0,,Obstructive airways disorder
,,,NCT00574548,,1.0,478.0,,Rash
,,,NCT00574548,,1.0,237.0,,Rash
,,,NCT00574548,,0.0,478.0,,Rash
,,,NCT00574548,,0.0,237.0,,Rash
,,,NCT00574548,,0.0,160.0,,Rash
,,,NCT00574548,,1.0,267.0,,Rash
,,,NCT00574548,,0.0,223.0,,Rash
,,,NCT00574548,,0.0,160.0,,Rash
,,,NCT00574548,,0.0,267.0,,Rash
,,,NCT00574548,,0.0,223.0,,Rash
,,,NCT00574548,,2.0,478.0,,Pruritus
,,,NCT00574548,,0.0,237.0,,Pruritus
,,,NCT00574548,,0.0,478.0,,Pruritus
,,,NCT00574548,,0.0,237.0,,Pruritus
,,,NCT00574548,,0.0,160.0,,Pruritus
,,,NCT00574548,,0.0,267.0,,Pruritus
,,,NCT00574548,,0.0,223.0,,Pruritus
,,,NCT00574548,,0.0,160.0,,Pruritus
,,,NCT00574548,,0.0,267.0,,Pruritus
,,,NCT00574548,,0.0,223.0,,Pruritus
,,,NCT00574548,,1.0,478.0,,Ecchymosis
,,,NCT00574548,,0.0,237.0,,Ecchymosis
,,,NCT00574548,,0.0,478.0,,Ecchymosis
,,,NCT00574548,,0.0,237.0,,Ecchymosis
,,,NCT00574548,,0.0,160.0,,Ecchymosis
,,,NCT00574548,,0.0,267.0,,Ecchymosis
,,,NCT00574548,,0.0,223.0,,Ecchymosis
,,,NCT00574548,,0.0,160.0,,Ecchymosis
,,,NCT00574548,,0.0,267.0,,Ecchymosis
,,,NCT00574548,,0.0,223.0,,Ecchymosis
,,,NCT00574548,,0.0,478.0,,Lichen planus
,,,NCT00574548,,1.0,237.0,,Lichen planus
,,,NCT00574548,,0.0,478.0,,Lichen planus
,,,NCT00574548,,0.0,237.0,,Lichen planus
,,,NCT00574548,,0.0,160.0,,Lichen planus
,,,NCT00574548,,0.0,267.0,,Lichen planus
,,,NCT00574548,,0.0,223.0,,Lichen planus
,,,NCT00574548,,0.0,160.0,,Lichen planus
,,,NCT00574548,,0.0,267.0,,Lichen planus
,,,NCT00574548,,0.0,223.0,,Lichen planus
,,,NCT00574548,,0.0,478.0,,Dermatitis contact
,,,NCT00574548,,0.0,237.0,,Dermatitis contact
,,,NCT00574548,,1.0,478.0,,Dermatitis contact
,,,NCT00574548,,0.0,237.0,,Dermatitis contact
,,,NCT00574548,,0.0,160.0,,Dermatitis contact
,,,NCT00574548,,1.0,267.0,,Dermatitis contact
,,,NCT00574548,,0.0,223.0,,Dermatitis contact
,,,NCT00574548,,0.0,160.0,,Dermatitis contact
,,,NCT00574548,,0.0,267.0,,Dermatitis contact
,,,NCT00574548,,0.0,223.0,,Dermatitis contact
,,,NCT00574548,,0.0,478.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,0.0,237.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,0.0,478.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,1.0,237.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,0.0,160.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,0.0,267.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,0.0,223.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,0.0,160.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,0.0,267.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,0.0,223.0,,Cutaneous lupus erythematosus
,,,NCT00574548,,0.0,478.0,,Rosacea
,,,NCT00574548,,0.0,237.0,,Rosacea
,,,NCT00574548,,0.0,478.0,,Rosacea
,,,NCT00574548,,1.0,237.0,,Rosacea
,,,NCT00574548,,0.0,160.0,,Rosacea
,,,NCT00574548,,0.0,267.0,,Rosacea
,,,NCT00574548,,0.0,223.0,,Rosacea
,,,NCT00574548,,0.0,160.0,,Rosacea
,,,NCT00574548,,0.0,267.0,,Rosacea
,,,NCT00574548,,0.0,223.0,,Rosacea
,,,NCT00574548,,0.0,478.0,,Xanthoma
,,,NCT00574548,,0.0,237.0,,Xanthoma
,,,NCT00574548,,0.0,478.0,,Xanthoma
,,,NCT00574548,,1.0,237.0,,Xanthoma
,,,NCT00574548,,0.0,160.0,,Xanthoma
,,,NCT00574548,,0.0,267.0,,Xanthoma
,,,NCT00574548,,0.0,223.0,,Xanthoma
,,,NCT00574548,,0.0,160.0,,Xanthoma
,,,NCT00574548,,0.0,267.0,,Xanthoma
,,,NCT00574548,,0.0,223.0,,Xanthoma
,,,NCT00574548,,0.0,478.0,,Precancerous skin lesion
,,,NCT00574548,,0.0,237.0,,Precancerous skin lesion
,,,NCT00574548,,0.0,478.0,,Precancerous skin lesion
,,,NCT00574548,,0.0,237.0,,Precancerous skin lesion
,,,NCT00574548,,0.0,160.0,,Precancerous skin lesion
,,,NCT00574548,,0.0,267.0,,Precancerous skin lesion
,,,NCT00574548,,1.0,223.0,,Precancerous skin lesion
,,,NCT00574548,,0.0,160.0,,Precancerous skin lesion
,,,NCT00574548,,0.0,267.0,,Precancerous skin lesion
,,,NCT00574548,,0.0,223.0,,Precancerous skin lesion
,,,NCT00574548,,0.0,478.0,,Dermal cyst
,,,NCT00574548,,0.0,237.0,,Dermal cyst
,,,NCT00574548,,0.0,478.0,,Dermal cyst
,,,NCT00574548,,0.0,237.0,,Dermal cyst
,,,NCT00574548,,1.0,160.0,,Dermal cyst
,,,NCT00574548,,0.0,267.0,,Dermal cyst
,,,NCT00574548,,0.0,223.0,,Dermal cyst
,,,NCT00574548,,0.0,160.0,,Dermal cyst
,,,NCT00574548,,0.0,267.0,,Dermal cyst
,,,NCT00574548,,0.0,223.0,,Dermal cyst
,,,NCT00574548,,0.0,478.0,,Eczema nummular
,,,NCT00574548,,0.0,237.0,,Eczema nummular
,,,NCT00574548,,0.0,478.0,,Eczema nummular
,,,NCT00574548,,0.0,237.0,,Eczema nummular
,,,NCT00574548,,0.0,160.0,,Eczema nummular
,,,NCT00574548,,0.0,267.0,,Eczema nummular
,,,NCT00574548,,0.0,223.0,,Eczema nummular
,,,NCT00574548,,0.0,160.0,,Eczema nummular
,,,NCT00574548,,1.0,267.0,,Eczema nummular
,,,NCT00574548,,0.0,223.0,,Eczema nummular
,,,NCT00574548,,0.0,478.0,,Nail discolouration
,,,NCT00574548,,0.0,237.0,,Nail discolouration
,,,NCT00574548,,0.0,478.0,,Nail discolouration
,,,NCT00574548,,0.0,237.0,,Nail discolouration
,,,NCT00574548,,0.0,160.0,,Nail discolouration
,,,NCT00574548,,0.0,267.0,,Nail discolouration
,,,NCT00574548,,0.0,223.0,,Nail discolouration
,,,NCT00574548,,0.0,160.0,,Nail discolouration
,,,NCT00574548,,1.0,267.0,,Nail discolouration
,,,NCT00574548,,0.0,223.0,,Nail discolouration
,,,NCT00574548,,0.0,478.0,,Psoriasis
,,,NCT00574548,,0.0,237.0,,Psoriasis
,,,NCT00574548,,0.0,478.0,,Psoriasis
,,,NCT00574548,,0.0,237.0,,Psoriasis
,,,NCT00574548,,0.0,160.0,,Psoriasis
,,,NCT00574548,,0.0,267.0,,Psoriasis
,,,NCT00574548,,0.0,223.0,,Psoriasis
,,,NCT00574548,,0.0,160.0,,Psoriasis
,,,NCT00574548,,1.0,267.0,,Psoriasis
,,,NCT00574548,,0.0,223.0,,Psoriasis
,,,NCT00574548,,0.0,478.0,,Postmenopause
,,,NCT00574548,,0.0,237.0,,Postmenopause
,,,NCT00574548,,0.0,478.0,,Postmenopause
,,,NCT00574548,,1.0,237.0,,Postmenopause
,,,NCT00574548,,0.0,160.0,,Postmenopause
,,,NCT00574548,,0.0,267.0,,Postmenopause
,,,NCT00574548,,0.0,223.0,,Postmenopause
,,,NCT00574548,,0.0,160.0,,Postmenopause
,,,NCT00574548,,0.0,267.0,,Postmenopause
,,,NCT00574548,,0.0,223.0,,Postmenopause
,,,NCT00574548,,2.0,478.0,,Hypertension
,,,NCT00574548,,1.0,237.0,,Hypertension
,,,NCT00574548,,5.0,478.0,,Hypertension
,,,NCT00574548,,0.0,237.0,,Hypertension
,,,NCT00574548,,0.0,160.0,,Hypertension
,,,NCT00574548,,1.0,267.0,,Hypertension
