,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed
3027,NCT02180750,,2014-06-24,,,2014-07-01,2014-07-01,2014-07-03,Estimate,,,,,,,2014-07-01,2014-07-03,Estimate,June 2013,,2013-06-30,July 2014,2014-07-31,August 2014,Anticipated,2014-08-31,July 2014,Anticipated,2014-07-31,,Interventional,MWT,,"Phase II Randomised Controlled Trial of Memory Work Therapy at PASADA, Tanzania","An Evaluation of a Psychosocial Intervention for Orphans With HIV Infection: a Phase II Randomised Controlled Trial of Memory Work Therapy at PASADA, Tanzania",Unknown status,"Active, not recruiting",Not Applicable,48,Anticipated,Pastoral Activities and Service for AIDS Dar-Es-Salaam Archdiocese,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-04-09 13:49:58.201322,2023-04-09 13:49:58.201322,OTHER,,,,,
3028,NCT02562872,,2015-09-28,,,2022-01-13,2015-09-28,2015-09-29,Estimate,,,,,,,2022-01-13,2022-01-14,Actual,March 2016,Actual,2016-03-31,January 2022,2022-01-31,May 2017,Actual,2017-05-31,May 2017,Actual,2017-05-31,,Interventional,,,DSM265 Prophylaxis of Plasmodium Falciparum Malaria,"Proof-of-concept, Single Center Study in Healthy Adult Volunteers to Investigate Safety, Tolerability, Pharmacokinetics and Prophylactic Activity of Single Dose DSM265 in a Controlled Human Malarial Infection Challenge Either by Direct Venous Inoculation of Plasmodium Falciparum Sporozoites or Mosquito-borne Plasmodium Falciparum",Completed,,Phase 1,24,Actual,Medicines for Malaria Venture,,6.0,,,False,,,,True,,,,,,,,,,,No,,2023-04-09 05:57:15.672707,2023-04-09 05:57:15.672707,OTHER,,,,,
3029,NCT01122238,,2010-05-07,2015-01-29,,2015-11-12,2010-05-10,2010-05-13,Estimate,2015-03-13,2015-03-17,Estimate,,,,2015-11-12,2015-12-16,Estimate,June 2010,,2010-06-30,November 2015,2015-11-30,May 2014,Actual,2014-05-31,May 2014,Actual,2014-05-31,,Interventional,Motivation,Adult smokers who consented to enroll in the treatment study.,Identifying Treatments to Motivate Smokers to Quit,"Identifying Optimal, Translatable Smoking Cessation Intervention Components",Completed,,Phase 4,517,Actual,"University of Wisconsin, Madison",,16.0,,,False,,,,True,,,,,,,,,,,,,2023-04-06 01:19:03.562889,2023-04-06 01:19:03.562889,OTHER,,,,,
3030,NCT03182907,,2017-06-08,,,2022-09-25,2017-06-08,2017-06-09,Actual,,,,,,,2022-09-25,2022-09-27,Actual,"March 27, 2018",Actual,2018-03-27,September 2022,2022-09-30,"May 12, 2022",Actual,2022-05-12,"May 12, 2022",Actual,2022-05-12,,Interventional,MODIFY III,,Bezlotoxumab (MK-6072) Versus Placebo in Children With Clostridium Difficile Infection (CDI) (MK-6072-001),"A Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of a Single Infusion of Bezlotoxumab (MK-6072, Human Monoclonal Antibody to C. Difficile Toxin B) in Children Aged 1 to <18 Years Receiving Antibacterial Drug Treatment for C. Difficile Infection (MODIFY III)",Completed,,Phase 3,148,Actual,Merck Sharp & Dohme LLC,,2.0,,,False,,,,True,True,False,,,,,,,,http://engagezone.msd.com/ds_documentation.php,Yes,http://engagezone.msd.com/doc/ProcedureAccessClinicalTrialData.pdf,2023-04-06 01:20:11.692647,2023-04-06 01:20:11.692647,INDUSTRY,,,,,
3031,NCT01370616,,2011-06-08,2014-11-24,,2018-07-27,2011-06-09,2011-06-10,Estimate,2014-11-24,2014-12-02,Estimate,,,,2018-07-27,2018-08-27,Actual,"September 2, 2011",Actual,2011-09-02,July 2018,2018-07-31,"December 18, 2013",Actual,2013-12-18,"December 8, 2013",Actual,2013-12-08,,Interventional,,All Randomized Participants,Ertapenem Sodium (MK-0826) Versus Piperacillin/Tazobactam Sodium for the Treatment of Diabetic Foot Infections in Chinese Adults (MK-0826-061),"A Phase III, Randomized, Double-Blind, Active Comparator-Controlled Clinical Trial to Study the Efficacy and Safety of Ertapenem Sodium (MK-0826) Versus Piperacillin/Tazobactam Sodium in the Treatment of Diabetic Foot Infections in Chinese Adults",Completed,,Phase 3,565,Actual,Merck Sharp & Dohme LLC,,2.0,,,False,,,,False,,,,,,,,,,http://engagezone.msd.com/ds_documentation.php,Yes,https://www.merck.com/clinical-trials/pdf/ProcedureAccessClinicalTrialData.pdf,2023-04-09 13:54:33.542625,2023-04-09 13:54:33.542625,INDUSTRY,,,,,
3032,NCT05152186,,2021-11-12,,,2021-12-07,2021-12-07,2021-12-09,Actual,,,,,,,2021-12-07,2021-12-09,Actual,"June 1, 2021",Actual,2021-06-01,December 2021,2021-12-31,"December 1, 2021",Anticipated,2021-12-01,"November 1, 2021",Actual,2021-11-01,,Interventional,Bloodloss,,Compare Between the Effect of Topical Tranexamic Acid Versus Hydrogen Peroxide on Blood Loss in Spine Surgeries,Comparison Between the Effect of Topical Tranexamic Acid Versus Hydrogen Peroxide on Perioperative Blood Loss in Elective Spine Surgeries,"Active, not recruiting",,Phase 3,120,Actual,Minia University,,3.0,,,False,,,,False,False,False,,,,,,,,,No,,2023-04-09 05:58:41.607547,2023-04-09 05:58:41.607547,OTHER,,,,,
3033,NCT02522832,,2015-07-28,,,2015-08-12,2015-08-12,2015-08-13,Estimate,,,,,,,2015-08-12,2015-08-13,Estimate,January 2013,,2013-01-31,August 2015,2015-08-31,December 2014,Actual,2014-12-31,July 2014,Actual,2014-07-31,,Interventional,,,Discovering New Treatments for Asthma and COPD. A New Human Rhinvovirus for Human Challenge,Discovering New Treatments for Asthma and COPD. The Use of the Human Viral Challenge Model With a Newly Manufactured and Characterised GMP Wild-Type Human Rhinovirus,Completed,,Not Applicable,17,Actual,Hvivo,,3.0,,,False,,,,True,,,,,,,,,,,,,2023-04-06 01:22:53.550732,2023-04-06 01:22:53.550732,INDUSTRY,,,,,
3034,NCT01757834,,2012-12-12,,,2015-05-26,2012-12-21,2012-12-31,Estimate,,,,,,,2015-05-26,2015-05-28,Estimate,November 2012,,2012-11-30,May 2015,2015-05-31,August 2015,Anticipated,2015-08-31,July 2015,Anticipated,2015-07-31,,Interventional,,,Shear Wave Ultrasound Elastography in Noninvasive Diagnosis of Thyroid Nodules,Efficacy of Shear Wave Ultrasound Elastography in Noninvasive Diagnosis of Thyroid Nodules,Unknown status,Enrolling by invitation,Not Applicable,175,Anticipated,University of Washington,,1.0,,,False,,,,False,,,,,,,,,,,,,2023-04-07 06:12:38.388383,2023-04-07 06:12:38.388383,OTHER,,,,,
3035,NCT03130608,,2017-03-16,,,2021-06-18,2017-04-24,2017-04-26,Actual,,,,,,,2021-06-18,2021-06-21,Actual,"June 30, 2017",Actual,2017-06-30,June 2021,2021-06-30,"May 31, 2021",Actual,2021-05-31,"May 31, 2021",Actual,2021-05-31,,Interventional,,,Inspiratory Muscle Training Post-Liver Transplant,Comparison of Inspiratory Muscle Training and Usual Care in Individuals Post-Liver Transplant,Completed,,Not Applicable,37,Actual,University of Miami,,2.0,,,False,,,,False,False,False,,,,,,,,,No,,2023-04-06 01:23:21.318703,2023-04-06 01:23:21.318703,OTHER,,,,,
3036,NCT03848000,,2019-02-14,,,2022-05-04,2019-02-19,2019-02-20,Actual,,,,,,,2022-05-04,2022-05-05,Actual,"January 21, 2019",Actual,2019-01-21,May 2022,2022-05-31,October 2022,Anticipated,2022-10-31,October 2022,Anticipated,2022-10-31,,Interventional,AOA,,Examination of Whether an Exercise Programme Reduces Alcohol Consumption Among Alcohol-Dependent Adults,"Randomised Controlled Feasibility Study to Examine the Efficacy of a Combined Group-based Exercise and Educational Programme on Alcohol Consumption, Mental Health and Physical Health Among Alcohol-Dependent Adults",Recruiting,,Not Applicable,96,Anticipated,Queen Mary University of London,,2.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-04-06 14:24:59.424584,2023-04-06 14:24:59.424584,OTHER,,,,,
3037,NCT01134328,,2010-05-28,2017-06-22,2012-02-27,2017-09-13,2010-06-01,2010-06-02,Estimate,2017-09-13,2017-09-14,Actual,2012-02-27,2012-02-29,Estimate,2017-09-13,2017-09-14,Actual,May 2010,,2010-05-31,September 2017,2017-09-30,July 2010,Actual,2010-07-31,July 2010,Actual,2010-07-31,,Interventional,,,Efficacy of AC-150 for the Treatment of Allergic Conjunctivitis in the Enviro-CAC™ Model,"A Multi-Center, Randomized, Double-Masked Evaluation of the Efficacy of Cetirizine 0.1%/Fluticasone 0.005% Ophthalmic Solution Compared to Its Components and Vehicle in a Modified Conjunctival Allergen Challenge (CAC) Model During Pollen Season",Completed,,Phase 2,83,Actual,"Aciex Therapeutics, Inc.",,4.0,,,False,,,,,,,,,,,,,,,,,2023-04-06 01:23:45.044101,2023-04-06 01:23:45.044101,INDUSTRY,,,,,
3038,NCT02202356,,2014-07-23,,,2019-04-03,2014-07-24,2014-07-29,Estimate,,,,,,,2019-04-03,2019-04-04,Actual,"July 23, 2014",Actual,2014-07-23,April 2019,2019-04-30,"February 15, 2018",Actual,2018-02-15,"February 15, 2018",Actual,2018-02-15,,Interventional,,,A Study of ALS-008176 in Infants Hospitalized With RSV,"A Randomized, Double-blind, Placebo-controlled, 2-Part Study of Orally Administered ALS-008176 to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single Ascending Dosing and Multiple Ascending Dosing in Infants Hospitalized With Respiratory Syncytial Virus (RSV) Infection",Completed,,Phase 1,183,Actual,Alios Biopharma Inc.,,4.0,,,False,,,,True,True,,,,,,,,,,,,2023-04-09 13:56:27.072442,2023-04-09 13:56:27.072442,INDUSTRY,,,,,
3039,NCT02522754,,2015-07-28,,,2015-08-12,2015-08-12,2015-08-13,Estimate,,,,,,,2015-08-12,2015-08-13,Estimate,January 2002,,2002-01-31,August 2015,2015-08-31,January 2004,Actual,2004-01-31,January 2004,Actual,2004-01-31,,Interventional,,,Development of an Intranasal Proteosome Influenza Vaccine,"Study to Determine if Intranasal Proteosome-Adjuvanted Trivalent Influenza Vaccine is Safe, Immunogenic and Efficacious in the Influenza Human Viral Challenge Model",Completed,,Phase 1/Phase 2,174,Actual,Hvivo,,4.0,,,False,,,,True,,,,,,,,,,,,,2023-04-06 01:25:18.054422,2023-04-06 01:25:18.054422,INDUSTRY,,,,,
3040,NCT03243656,,2017-08-02,,,2022-01-13,2017-08-04,2017-08-09,Actual,,,,,,,2022-01-13,2022-01-18,Actual,"December 20, 2017",Actual,2017-12-20,January 2022,2022-01-31,"January 5, 2020",Actual,2020-01-05,"December 29, 2019",Actual,2019-12-29,,Interventional,Eltroplastic,,Eltrombopag & Cyclosporine in Children With Sever Aplastic Anemia,Randomized Clinical Trial of the Use of & Cyclosporine in Children With Sever Idiopathic Aplastic Anemia,Completed,,Phase 4,20,Actual,Assiut University,,2.0,,,False,,,,False,False,False,,,False,,,,,,No,,2023-04-09 06:00:06.979488,2023-04-09 06:00:06.979488,OTHER,,,,,
3041,NCT03466164,,2018-01-30,,,2020-06-05,2018-03-07,2018-03-15,Actual,,,,,,,2020-06-05,2020-06-09,Actual,"July 3, 2017",Actual,2017-07-03,June 2020,2020-06-30,"March 31, 2020",Actual,2020-03-31,"March 31, 2020",Actual,2020-03-31,,Interventional,,,Neural Mechanisms of Mindfulness,Neural Mechanisms of Mindfulness: a Discordant Twin Design,Completed,,Not Applicable,60,Actual,Washington University School of Medicine,,2.0,,,False,,,,True,False,False,,,,,,,,,Undecided,,2023-04-06 01:26:14.209041,2023-04-06 01:26:14.209041,OTHER,,,,,
3042,NCT04453488,,2020-06-30,,,2020-07-27,2020-06-30,2020-07-01,Actual,,,,,,,2020-07-27,2020-07-29,Actual,"July 30, 2020",Anticipated,2020-07-30,July 2020,2020-07-31,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,,Interventional,,,Clinical Trial to Evaluate the Efficacy of RUTI® Against SARS-COV-2 Infection (COVID-19) in Healthcare Workers,"Double-blind, Randomized, Placebo-controlled Clinical Trial to Evaluate the Efficacy of the RUTI® Vaccine to Prevent SARS-CoV-2 Infection",Unknown status,Not yet recruiting,Phase 3,315,Anticipated,Fundació Institut Germans Trias i Pujol,,2.0,,,False,,,,False,False,False,,,,,,,,,No,,2023-04-06 01:26:39.190185,2023-04-06 01:26:39.190185,OTHER,,,,,
3043,NCT01556347,,2012-03-15,2017-11-19,,2018-06-11,2012-03-15,2012-03-16,Estimate,2018-06-11,2018-06-15,Actual,,,,2018-06-11,2018-06-15,Actual,July 2012,,2012-07-31,June 2018,2018-06-30,May 2016,Actual,2016-05-31,May 2016,Actual,2016-05-31,,Interventional,,Heart transplant candidates with a CPRA greater than 50% who underwent a multi-drug therapy to eliminate immunological memory.,Multi-Drug Desensitization Protocol for Heart Transplant Candidates,Multi-Drug Desensitization Protocol for Heart Transplant Candidates,Terminated,,Phase 2,2,Actual,Providence Health & Services,,1.0,,Lack of efficacy,False,,,,True,,,,,,,,,,,,,2023-04-06 14:25:07.991045,2023-04-06 14:25:07.991045,OTHER,,,,,
3044,NCT02070198,,2014-02-20,,,2014-02-21,2014-02-21,2014-02-25,Estimate,,,,,,,2014-02-21,2014-02-25,Estimate,December 2013,,2013-12-31,February 2014,2014-02-28,December 2014,Anticipated,2014-12-31,November 2014,Anticipated,2014-11-30,,Interventional,,,Long Acting FSH Plus Antagonist Versus Daily FSH Plus Antagonist Versus Short Agonist Protocol in Poor Responders Undergoing IVF,Long Acting FSH Plus GnRH Antagonist Versus Daily FSH Plus GnRH Antagonist Versus Short Agonist Regimens in Poor Responder Patients Undergoing IVF: a Randomized Study.,Unknown status,Recruiting,Phase 4,120,Anticipated,Bioroma,,3.0,,,False,,,,True,,,,,,,,,,,,,2023-04-09 13:58:52.923748,2023-04-09 13:58:52.923748,OTHER,,,,,
3045,NCT03458286,,2018-02-22,,,2018-03-07,2018-03-07,2018-03-08,Actual,,,,,,,2018-03-07,2018-03-08,Actual,April 2018,Anticipated,2018-04-30,February 2018,2018-02-28,October 2018,Anticipated,2018-10-31,September 2018,Anticipated,2018-09-30,,Interventional,,,A Study Measuring the Effectiveness of Combined Modulated Ultrasound and Electric Current Stimulation as an Adjunctive Treatment in Treating Diabetic Foot Ulcers,A Pilot Randomised Control Trial to Measure the Effectiveness of Combined Modulated Ultrasound and Electric Current Stimulation in Treating Diabetic Foot Ulcers,Unknown status,Not yet recruiting,Not Applicable,50,Anticipated,"Royal College of Surgeons, Ireland",,2.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-04-06 01:27:21.749935,2023-04-06 01:27:21.749935,OTHER,,,,,
3046,NCT03899701,,2019-03-28,,,2022-01-04,2019-03-29,2019-04-02,Actual,,,,,,,2022-01-04,2022-01-20,Actual,November 2021,Anticipated,2021-11-30,January 2022,2022-01-31,March 2022,Anticipated,2022-03-31,January 2022,Anticipated,2022-01-31,,Interventional,,,Effective Use of Pecs and Transversus Thoracics Plane Blocks for Subcutaneous Cardiac Pacemaker Insertion: A Case Series,"Effective Use of PEC I, PEC II and Transversus Thoracics Muscle Plane Blocks for Subcutaneous Cardiac Pacemaker Insertion: A Case Series",Withdrawn,,Not Applicable,0,Actual,Montefiore Medical Center,,1.0,,The study was never initiated and the PI has left the institution,False,,,,True,False,False,,,,,,,,,No,No identifiable patient's data will be shared.,2023-04-09 14:00:30.134574,2023-04-09 14:00:30.134574,OTHER,,,,,
3047,NCT03468114,,2018-03-05,,,2019-08-20,2018-03-09,2018-03-16,Actual,,,,,,,2019-08-20,2019-08-21,Actual,"March 26, 2018",Actual,2018-03-26,August 2019,2019-08-31,"June 22, 2019",Actual,2019-06-22,"May 9, 2019",Actual,2019-05-09,,Interventional,,,"The Safe Start Trial - Kisumu, Kenya","The Safe Start Trial: a Cluster Randomised Controlled Trial for the Effect of a Food Hygiene Intervention on Infant Enteric Infections and Diarrhoeal Disease in Low-income Informal Settlements of Kisumu, Kenya.",Completed,,Not Applicable,880,Actual,London School of Hygiene and Tropical Medicine,,2.0,,,False,,,,False,False,False,,,,,,,,,,,2023-04-06 01:27:42.456394,2023-04-06 01:27:42.456394,OTHER,,,,,
3048,NCT02080026,,2014-03-04,,,2015-08-07,2014-03-04,2014-03-06,Estimate,,,,,,,2015-08-07,2015-08-10,Estimate,June 2014,,2014-06-30,August 2015,2015-08-31,July 2015,Actual,2015-07-31,July 2015,Actual,2015-07-31,,Interventional,BMGF1,,Target Antigens Induced by Plasmodium Falciparum Sporozoite Immunization Under Chemoprophylaxis,Identification of Pre-erythrocytic Target Antigens Induced by Plasmodium Falciparum Sporozoite Immunization Under Chemoprophylaxis,Completed,,Not Applicable,15,Actual,Radboud University Medical Center,,2.0,,,False,,,,True,,,,,,,,,,,,,2023-04-09 14:00:54.300947,2023-04-09 14:00:54.300947,OTHER,,,,,
3049,NCT03908671,,2019-04-08,,,2019-04-08,2019-04-08,2019-04-09,Actual,,,,,,,2019-04-08,2019-04-09,Actual,May 2019,Anticipated,2019-05-31,January 2019,2019-01-31,September 2022,Anticipated,2022-09-30,September 2020,Anticipated,2020-09-30,,Interventional,,,Clinical Study of Personalized mRNA Vaccine Encoding Neoantigen in Patients With Advanced Esophageal Cancer and Non-small Cell Lung Cancer,Clinical Trial on the Safety and Efficacy of Neoantigen Antigen mRNA Tumor Vaccine in the Treatment of Advanced Esophageal Cancer and Non-small Cell Lung Cancer,Unknown status,Not yet recruiting,Not Applicable,24,Anticipated,Stemirna Therapeutics,,1.0,,,False,,,,True,False,False,,,,,,,,,Undecided,,2023-04-09 06:01:35.144581,2023-04-09 06:01:35.144581,INDUSTRY,,,,,
3050,NCT03630523,,2018-08-10,,,2018-08-10,2018-08-10,2018-08-15,Actual,,,,,,,2018-08-10,2018-08-15,Actual,October 2018,Anticipated,2018-10-31,August 2018,2018-08-31,January 2019,Anticipated,2019-01-31,January 2019,Anticipated,2019-01-31,,Interventional,RIPS,,Response of Immune System to Flu Vaccination in PHTS,Registering the Immune Response to a Flu Vaccination Challenge in PTEN Hamartoma Tumour Syndrome,Unknown status,Not yet recruiting,Not Applicable,30,Anticipated,Radboud University Medical Center,,1.0,,,False,,,,False,False,False,,,,,,,,,,,2023-04-09 14:02:28.446023,2023-04-09 14:02:28.446023,OTHER,,,,,
3051,NCT02081664,,2014-03-05,,,2015-06-09,2014-03-06,2014-03-07,Estimate,,,,,,,2015-06-09,2015-06-10,Estimate,January 2014,,2014-01-31,June 2015,2015-06-30,October 2014,Actual,2014-10-31,October 2014,Actual,2014-10-31,,Interventional,IMCR,,Feasibility of an Integrated Medical Care Program for Patients With Continuing Health Complaints After Amalgam Removal,Development and Feasibility Assessment of an Integrated Medical Care Rehabilitation Program for Patients With Continuing Health Complaints After Amalgam Removal - The IMCR Trial,Completed,,Not Applicable,21,Actual,University of Tromso,,1.0,,,False,,,,False,,,,,,,,,,,,,2023-04-09 14:03:03.925683,2023-04-09 14:03:03.925683,OTHER,,,,,
3052,NCT02074956,,2014-02-27,,,2014-03-14,2014-02-27,2014-02-28,Estimate,,,,,,,2014-03-14,2014-03-17,Estimate,May 2008,,2008-05-31,March 2014,2014-03-31,October 2009,Actual,2009-10-31,October 2009,Actual,2009-10-31,,Interventional,,,A Phase I Study to Evaluate Safety and Immunogenicity of AERAS 404 Administered in Adults,"A Phase I Randomized Placebo-Controlled, Double-Blind Study to Evaluate Safety and Immunogenicity of AERAS 404 When Administered as Different IC31 Adjuvant Amounts With Different AERAS-404 (HyVac4) Antigen Amounts in HIV-Negative BCG-Vaccinated Adults Without Evidence of Tuberculosis Infection",Completed,,Phase 1,60,Actual,Aeras,,5.0,,,False,,,,True,,,,,,,,,,,,,2023-04-09 14:03:07.808047,2023-04-09 14:03:07.808047,OTHER,,,,,
3053,NCT04780321,,2020-09-23,,,2022-07-14,2021-03-02,2021-03-03,Actual,,,,,,,2022-07-14,2022-07-18,Actual,"October 30, 2020",Actual,2020-10-30,July 2022,2022-07-31,"August 31, 2021",Actual,2021-08-31,"August 31, 2021",Actual,2021-08-31,,Interventional,,,JS016 (Anti-SARS-CoV-2 Monoclonal Antibody)With Mild and Moderate COVID-19 or SARS-CoV-2 Asymptomatic Infection Subects,"A Randomized, Double-blind, Placebo-controlled, Phase Ib/II Clinical Study to Evaluate the Preliminary Efficacy, Safety, Pharmacokinetic Profiles and Immunogenicity of JS016 in Participants With Mild and Moderate COVID-19 or of SARS-CoV-2 Asymptomatic Infection",Completed,,Phase 1/Phase 2,62,Actual,"Shanghai Junshi Bioscience Co., Ltd.",,2.0,,,False,,,,,False,False,,,,,,,,,,,2023-04-09 14:04:12.292514,2023-04-09 14:04:12.292514,OTHER,,,,,
3054,NCT05129176,,2021-11-15,,,2021-11-23,2021-11-15,2021-11-22,Actual,,,,,,,2021-11-23,2021-11-24,Actual,"November 23, 2021",Actual,2021-11-23,November 2021,2021-11-30,November 2022,Anticipated,2022-11-30,July 2022,Anticipated,2022-07-31,,Interventional,,,Helicobacter Pylori First-line Treatment Containing Tetracycline in Patients Allergic to Penicillin,Helicobacter Pylori First-line Treatment Containing Tetracycline in Patients Allergic to Penicillin:a Prospective Randomized Controlled Study,Recruiting,,Phase 4,106,Anticipated,Shandong University,,2.0,,,False,,,,True,False,False,,,,,,,,,,,2023-04-09 14:49:45.852532,2023-04-09 14:49:45.852532,OTHER,,,,,
3055,NCT02083068,,2014-03-05,,,2018-03-21,2014-03-10,2014-03-11,Estimate,,,,,,,2018-03-21,2018-03-23,Actual,August 2014,,2014-08-31,March 2018,2018-03-31,July 2017,Actual,2017-07-31,September 2015,Actual,2015-09-30,,Interventional,,,Evaluation of the Protective Efficacy of a Vaccine Derived From the Synthetic CS Protein of Plasmodium Vivax,Evaluation of the Protective Efficacy of a Vaccine Derived From the Synthetic CS Protein of Plasmodium Vivax,Completed,,Phase 2,32,Actual,Malaria Vaccine and Drug Development Center,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-04-09 14:05:09.429637,2023-04-09 14:05:09.429637,OTHER,,,,,
3056,NCT04937556,,2021-06-14,,,2022-05-27,2021-06-23,2021-06-24,Actual,,,,,,,2022-05-27,2022-05-31,Actual,"October 25, 2021",Actual,2021-10-25,April 2022,2022-04-30,"April 30, 2022",Actual,2022-04-30,"March 25, 2022",Actual,2022-03-25,,Interventional,PROVID,,Evaluation of a Probiotic Supplementation in the Immune Response of Participants With COVID-19 (Coronavirus Disease).,"Randomized, Double-blind, Placebo-controlled Study to Evaluate the Effect of the Lactobacillus Probiotic Strain in the Immune Response in Participants Positive for SARS-CoV-2 (Severe Acute Respiratory Syndrome-Coronavirus-2) Infection.",Completed,,Not Applicable,41,Actual,ProbiSearch SL,,2.0,,,False,,,,,False,False,,,,,,,,,No,,2023-04-06 01:29:59.711568,2023-04-06 01:29:59.711568,INDUSTRY,,,,,
3057,NCT04507178,,2020-08-07,,,2022-02-15,2020-08-07,2020-08-11,Actual,,,,,,,2022-02-15,2022-03-02,Actual,"February 2, 2022",Actual,2022-02-02,February 2022,2022-02-28,"July 1, 2025",Anticipated,2025-07-01,"January 1, 2025",Anticipated,2025-01-01,,Interventional,ISCHEMIA,,Improving Outcome in Subarachnoid Hemorrhage wIth Nadroparine,Improving Outcome in Subarachnoid Hemorrhage wIth Nadroparine,Recruiting,,Phase 2,100,Anticipated,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),,2.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-04-09 14:06:14.345124,2023-04-09 14:06:14.345124,OTHER,,,,,
3058,NCT04459286,,2020-07-03,,,2022-02-14,2020-07-03,2020-07-07,Actual,,,,,,,2022-02-14,2022-03-02,Actual,"October 9, 2020",Actual,2020-10-09,February 2022,2022-02-28,"May 2, 2021",Actual,2021-05-02,"May 2, 2021",Actual,2021-05-02,,Interventional,NACOVID,,The Nitazoxanide Plus Atazanavir for COVID-19 Study,"A Randomized, Open Label Trial to Investigate the Efficacy and Safety of Nitazoxanide Plus Atazanavir/Ritonavir for the Treatment of COVID-19: a Pilot Study",Terminated,,Phase 2,57,Actual,Obafemi Awolowo University,,2.0,,IDSMB recommendation,False,,,,True,False,False,,,,,,,,,No,,2023-04-09 14:06:21.805956,2023-04-09 14:06:21.805956,OTHER,,,,,
3059,NCT03023397,,2017-01-13,2021-05-10,,2021-05-10,2017-01-13,2017-01-18,Estimate,2021-05-10,2021-06-04,Actual,,,,2021-05-10,2021-06-04,Actual,"March 27, 2017",Actual,2017-03-27,May 2021,2021-05-31,"April 23, 2018",Actual,2018-04-23,"April 16, 2018",Actual,2018-04-16,,Interventional,Mitey Nose,,"Evaluation of the Effect of a Nasal Allergen Challenge With Dermatophagoides Farinae Extract on Nasal Airway Inflammation in Allergic Individuals, Comparing E-cigarette Users to Cigarette Smokers and Non-smokers.","Evaluation of the Effect of a Nasal Allergen Challenge With Dermatophagoides Farinae Extract on Nasal Airway Inflammation in Allergic Individuals, Comparing E-cigarette Users to Cigarette Smokers and Non-smokers.",Terminated,,Phase 1,12,Actual,"University of North Carolina, Chapel Hill",,3.0,,Lack of funding,False,,,,False,True,False,,,,,,,,,,,2023-04-09 14:06:26.206519,2023-04-09 14:06:26.206519,OTHER,,,,,
3060,NCT01875731,,2013-06-10,2015-04-16,,2017-01-17,2013-06-11,2013-06-12,Estimate,2015-04-16,2015-05-04,Estimate,,,,2017-01-17,2017-03-03,Actual,July 2013,,2013-07-31,January 2017,2017-01-31,July 2014,Actual,2014-07-31,May 2014,Actual,2014-05-31,,Interventional,,,Bacterial Pneumonia Score (BPS) Guided Antibiotic Use in Children With Pneumonia and Pneumococcal Vaccine,Efficacy of BPS (Bacterial Pneumonia Score) Guided Antibiotic Use in Children With Community Acquired Pneumonia on Reducing Antibiotic Use as Compared to Standard Care Practice (Current Guidelines for CAP) in the Era of Pneumococcal Vaccine,Completed,,Not Applicable,66,Actual,Hospital General de Niños Pedro de Elizalde,,2.0,,,False,,,,True,,,,,,,,,,,No,,2023-04-06 01:31:06.516914,2023-04-06 01:31:06.516914,OTHER,,,,,
