,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
3764,NCT02349321,,1/16/15,,,7/28/17,1/23/15,1/28/15,Estimate,,,,,,,7/28/17,8/1/17,Actual,9-Feb-13,Actual,2/9/13,Jul-17,7/31/17,30-May-16,Actual,5/30/16,30-Sep-13,Actual,9/30/13,,Interventional,,,"Skhokho Supporting Success: A Cluster RCT of a Multi-faceted, School-based IPV Prevention Intervention in South Africa","Skhokho Supporting Success: A Cluster Randomised Controlled Trial of a Multi-faceted, School-based Intimate Partner Violence Primary Prevention Intervention in Gauteng, South Africa",Completed,,Not Applicable,3192,Anticipated,"Medical Research Council, South Africa",,3,,,FALSE,,,,FALSE,,,,,,,,,,,,,34:43.5,34:43.5
3765,NCT03160105,,5/16/17,,,8/28/19,5/18/17,5/19/17,Actual,,,,,,,8/28/19,8/29/19,Actual,19-May-17,Actual,5/19/17,Aug-19,8/31/19,20-May-19,Actual,5/20/19,18-Apr-18,Actual,4/18/18,,Interventional,Simpl'HIV,,Evaluation of a Simplified Strategy for the Long-term Management of HIV Infection (Simpl'HIV),"Evaluation of a Simplified Strategy for the Long-term Management of HIV Infection: a Non-inferiority, Randomized, Controlled, Open-label Clinical Trial",Completed,,Phase 4,186,Actual,"University Hospital, Geneva",,4,,,FALSE,,,,TRUE,FALSE,FALSE,,,FALSE,,,,,,No,,29:33.3,29:33.3
3766,NCT03160209,,5/4/17,,,8/27/21,5/17/17,5/19/17,Actual,,,,,,,8/27/21,8/30/21,Actual,26-Jul-17,Actual,7/26/17,Aug-21,8/31/21,Dec-22,Anticipated,12/31/22,Jul-22,Anticipated,7/31/22,,Observational,,,HIV and Other Risk Factors for Esophageal Squamous Cell Carcinoma in Malawi,LCCC 1608 - HIV and Other Risk Factors for Esophageal Squamous Cell Carcinoma in Malawi,"Active, not recruiting",,,600,Actual,UNC Lineberger Comprehensive Cancer Center,,,2,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,29:39.4,29:39.4
3767,NCT02348034,,1/22/15,,,4/26/21,1/22/15,1/28/15,Estimate,,,,,,,4/26/21,4/28/21,Actual,Nov-15,Actual,11/30/15,Apr-21,4/30/21,7-Dec-20,Actual,12/7/20,7-Dec-20,Actual,12/7/20,,Interventional,,,A Randomized Controlled Trial Exploring the Ability of Negative Pressure Wound Therapy (NPWT) to Reduce Colorectal Surgical Site Infections (SSI),A Randomized Controlled Trial Exploring the Ability of Negative Pressure Wound Therapy (NPWT) to Reduce Colorectal Surgical Site Infections (SSI),Completed,,Not Applicable,126,Actual,University of Saskatchewan,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,35:42.9,35:42.9
3768,NCT02347514,,1/16/15,,,5/3/18,1/21/15,1/27/15,Estimate,,,,,,,5/3/18,5/9/18,Actual,Nov-14,,11/30/14,May-18,5/31/18,May-17,Actual,5/31/17,Mar-17,Actual,3/31/17,,Interventional,,,Implementing Diabetes Group Visits in Community Health Centers,Implementing Diabetes Group Visits in Community Health Centers,Completed,,Not Applicable,139,Actual,University of Chicago,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,35:55.5,35:55.5
3769,NCT03159715,,5/17/17,,,11/23/20,5/17/17,5/19/17,Actual,,,,,,,11/23/20,11/24/20,Actual,1-May-17,Actual,5/1/17,Nov-20,11/30/20,Nov-21,Anticipated,11/30/21,1-Nov-21,Anticipated,11/1/21,,Interventional,,,Internet-based Depression Treatment: Differential Efficacy of Different Therapeutic Components,Internet-based Depression Treatment. Differential Efficacy of Different Specific Therapeutic Components: Behavioral Activation and Positive Psychology.,Recruiting,,Not Applicable,192,Anticipated,Universitat Jaume I,,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,29:55.5,29:55.5
3770,NCT02345551,,12/16/14,,,12/2/15,1/23/15,1/26/15,Estimate,,,,,,,12/2/15,12/4/15,Estimate,Feb-15,,2/28/15,Dec-15,12/31/15,Oct-15,Actual,10/31/15,Jul-15,Actual,7/31/15,,Interventional,SWPA,,A Physical Activity Intervention for Female Shift Workers,The Feasibility of a Telephone and Web-based Physical Activity Intervention for Female Shift Workers.,Completed,,Not Applicable,20,Actual,University of British Columbia,,1,,,FALSE,,,,FALSE,,,,,,,,,,,,,37:25.6,37:25.6
3771,NCT03159078,,5/10/17,,,2/7/19,5/17/17,5/18/17,Actual,,,,,,,2/7/19,2/8/19,Actual,25-May-17,Actual,5/25/17,Feb-19,2/28/19,1-Dec-19,Anticipated,12/1/19,1-Dec-19,Anticipated,12/1/19,,Interventional,MUSEUM,,Polymyxin B Monotherapy vs Combination Therapy in Critically Ill Patients With Multi-drug Resistant Pathogens,"Polymyxin B Monotherapy Versus Polymyxin B-Carbapenem Combination Therapy in Critically Ill Patients With Multi-drug Resistant Gram-negative Infection: A Prospective, Parallel-Group, Double-Blind, Randomized Controlled Study",Unknown status,Recruiting,Phase 3,40,Anticipated,University of Puerto Rico,,2,,,FALSE,,,,FALSE,TRUE,FALSE,,,TRUE,,,,,,No,,30:25.7,30:25.7
3772,NCT02343692,,1/12/15,,,10/1/19,1/21/15,1/22/15,Estimate,,,,,,,10/1/19,10/2/19,Actual,Mar-16,Actual,3/31/16,Oct-19,10/31/19,Aug-20,Anticipated,8/31/20,Jun-20,Anticipated,6/30/20,,Interventional,RADIOCYST01,,A Phase II Multicentre Trial of Endoscopic Ultrasound Guided Radiofrequency Ablation of Cystic Tumours of the Pancreas,A Phase II Multicentre Trial of Endoscopic Ultrasound Guided Radiofrequency Ablation of Cystic Tumours of the Pancreas (RADIOCYST01),Unknown status,Recruiting,Not Applicable,97,Anticipated,"University College, London",,1,,,FALSE,,,,FALSE,,,,,,,,,,,,,38:45.6,38:45.6
3773,NCT03158662,,5/10/17,,,8/23/17,5/16/17,5/18/17,Actual,,,,,,,8/23/17,8/24/17,Actual,2-Apr-17,Actual,4/2/17,Aug-17,8/31/17,30-Jun-17,Actual,6/30/17,30-Jun-17,Actual,6/30/17,,Observational,,,Survey to Identify Burdens and Unmet Needs of Patients With Epidermolysis Bullosa,Survey to Identify Burdens and Unmet Needs of EB Patients in the US,Completed,,,150,Actual,Amicus Therapeutics,,,,,FALSE,,,,,FALSE,FALSE,,,,,,,,,,,30:54.1,30:54.1
3774,NCT02343419,,12/1/14,,,11/8/16,1/15/15,1/22/15,Estimate,,,,,,,11/8/16,11/9/16,Estimate,Nov-14,,11/30/14,Nov-16,11/30/16,May-16,Actual,5/31/16,Jan-16,Actual,1/31/16,,Interventional,,,Diagnostic Utility of Different Airway Resistance Assessment Techniques in the Methacholine Challenge Test,Diagnostic Utility of Different Airway Resistance Assessment Techniques in the Evaluation of Bronchial Hyperreactivity by Methacholine Challenge Testing,Completed,,Not Applicable,46,Actual,Medical University of Warsaw,,1,,,FALSE,,,,FALSE,,,,,,,,,,,No,,38:55.7,38:55.7
3775,NCT02343328,,1/15/15,,,9/12/17,1/21/15,1/22/15,Estimate,,,,,,,9/12/17,9/13/17,Actual,Jan-15,,1/31/15,Sep-17,9/30/17,29-Jul-16,Actual,7/29/16,29-Jul-16,Actual,7/29/16,,Interventional,,,Placebo Controlled Study of Fecal Microbiota Transplant (FMT) for a First or Second Episode of C. Difficile Infection in Adults Using a Frozen Encapsulated Inoculum,Placebo Controlled Study of Fecal Microbiota Transplant (FMT) for a First or Second Episode of C. Difficile Infection in Adults Using a Frozen Encapsulated Inoculum,Terminated,,Phase 1,3,Actual,Massachusetts General Hospital,,2,,Not enough interest,FALSE,,,,,,,,,,,,,,,,,38:59.0,38:59.0
3776,NCT03158558,,5/15/17,,,12/17/18,5/16/17,5/18/17,Actual,,,,,,,12/17/18,12/19/18,Actual,Sep-16,Actual,9/30/16,Dec-18,12/31/18,Feb-18,Actual,2/28/18,Feb-18,Actual,2/28/18,,Interventional,,,Intensive Weekend Retreat Multi-Couple Group Therapy for PTSD,Multi-Couple Group Intervention for PTSD,Completed,,Not Applicable,48,Actual,Penn State University,,1,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,30:55.3,30:55.3
3777,NCT02342483,,1/14/15,,,1/14/15,1/14/15,1/21/15,Estimate,,,,,,,1/14/15,1/21/15,Estimate,Jul-14,,7/31/14,Jan-15,1/31/15,Aug-14,Actual,8/31/14,Aug-14,Actual,8/31/14,,Interventional,,,MSM Product on Attenuating Nasal Provocation With a Standardized Allergenic Challenge,"The Efficacy of the MSM Product on Attenuating Nasal Provocation With a Standardized Allergenic Challenge A Randomized, Double-blind, Adaptive-design Study",Completed,,Phase 2,15,Actual,"Medicus Research, LLC",,3,,,FALSE,,,,FALSE,,,,,,,,,,,,,39:33.7,39:33.7
3778,NCT03158077,,5/10/17,,,5/16/17,5/16/17,5/17/17,Actual,,,,,,,5/16/17,5/17/17,Actual,15-Nov-16,Actual,11/15/16,May-17,5/31/17,20-Apr-17,Actual,4/20/17,20-Apr-17,Actual,4/20/17,,Observational,KIRAL,,Switching Strategy With Raltegravir + ABC / 3TC in Controlled HIV-1 Infection,Switching Strategy With Raltegravir + ABC / 3TC in Controlled HIV-1 Infection: Observational Retrospective Study at 48 Weeks - KIRAL Study,Completed,,,467,Actual,Fundacion SEIMC-GESIDA,,,1,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,31:04.5,31:04.5
3779,NCT03111667,,3/20/17,,,9/28/21,4/7/17,4/13/17,Actual,,,,,,,9/28/21,9/30/21,Actual,15-May-16,Actual,5/15/16,Sep-21,9/30/21,28-Feb-22,Anticipated,2/28/22,Jul-20,Actual,7/31/20,,Interventional,TMCU5,,A Hybrid Effectiveness-Implementation Trial of a School-Based Teen Marijuana Checkup,A Hybrid Effectiveness-Implementation Trial of a School-Based Teen Marijuana Checkup,"Active, not recruiting",,Not Applicable,264,Actual,University of Washington,,6,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,26:42.3,26:42.3
3780,NCT03158233,,5/16/17,,,4/22/22,5/16/17,5/18/17,Actual,,,,,,,4/22/22,4/25/22,Actual,29-Apr-17,Actual,4/29/17,Apr-22,4/30/22,19-Dec-18,Actual,12/19/18,19-Dec-18,Actual,12/19/18,,Observational,,,Zika Case Definition and Surveillance Study,"Prospective Surveillance and Case Definition Study of Zika Virus Disease and Infection in Adolescents and Adults in Latin America in Preparation for an Efficacy Trial of a Zika Virus Whole Virion, Purified Inactivated Vaccine",Completed,,,2400,Actual,Sanofi,,,,,FALSE,,,,FALSE,FALSE,FALSE,,,,Samples Without DNA,Blood samples and urine samples,,,,Yes,"Qualified researchers may request access to patient level data and related study documents including the clinical study report, study protocol with any amendments, blank case report form, statistical analysis plan, and dataset specifications. Patient level data will be anonymized and study documents will be redacted to protect the privacy of trial participants. Further details on Sanofi's data sharing criteria, eligible studies, and process for requesting access can be found at: https://vivli.org",31:17.3,31:17.3
3781,NCT01580540,,4/17/12,,,8/3/15,4/17/12,4/19/12,Estimate,,,,,,,8/3/15,8/4/15,Estimate,Mar-12,,3/31/12,Jul-14,7/31/14,Nov-12,Actual,11/30/12,Nov-12,Actual,11/30/12,,Observational,,,Head to Head Study Epi proColon and FIT,Comparison of the Performance of the Epi proColon and Fecal ImmunochemicalTest Post Colonoscopy in Subjects With Colorectal Cancer and Pre Colonoscopy in Subjects From a Guideline-Eligible Screening Population,Completed,,,336,Actual,"Epigenomics, Inc",,,2,,FALSE,,,,FALSE,,,,,,Samples With DNA,Plasma,,,,,,56:29.5,56:29.5
3782,NCT02341690,,1/9/15,,,5/23/18,1/14/15,1/19/15,Estimate,,,,,,,5/23/18,5/24/18,Actual,Jan-15,,1/31/15,May-18,5/31/18,17-Dec-17,Actual,12/17/17,17-Dec-17,Actual,12/17/17,,Interventional,,,Intervention Study - Effectiveness of Smartphone Delivered Interval Walking Training to Patients With Type 2 Diabetes,The Effectiveness of Smartphone Delivered Interval Walking Training on Physical Activity and Glycemic Control in Patients With Type 2 Diabetes: a Pragmatic Randomized Controlled Trial - Part of The InterWalk Study,Completed,,Not Applicable,226,Actual,University of Copenhagen,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,40:07.0,40:07.0
3783,NCT02341040,,1/6/15,,,5/17/18,1/13/15,1/19/15,Estimate,,,,,,,5/17/18,5/21/18,Actual,Nov-14,,11/30/14,May-18,5/31/18,15-May-18,Actual,5/15/18,15-May-18,Actual,5/15/18,,Observational,,,Evaluation of Potential Allergenicity of New Wheat Varieties,Evaluation of Potential Allergenicity of New Wheat Varieties,Terminated,,,5,Actual,"University of Colorado, Denver",,,,insufficient subjects recruited in allotted time,FALSE,,,,FALSE,,,,,,Samples Without DNA,"Subjects may opt to have extra blood drawn. This sample will be de-identified and sent to the sponsor, Monsanto, for future study that is yet to be determined.",,,,,,40:41.9,40:41.9
3784,NCT02040948,,1/15/14,,,11/2/16,1/17/14,1/20/14,Estimate,,,,,,,11/2/16,11/3/16,Estimate,Jun-13,,6/30/13,Nov-16,11/30/16,May-14,Actual,5/31/14,May-14,Actual,5/31/14,,Interventional,Nexfin2,,Accuracy of Pulse Pressure Variation and of Pleth Variability Index to Predict the Response to a Fluid Challenge,Accuracy of Pulse Pressure Variation (Nexfin) and of Pleth Variability Index (Radical 7) to Predict the Response to a Fluid Challenge: Comparison With the Reference Method (Measurement of Stroke Volume by Esophageal Doppler),Completed,,Not Applicable,68,Actual,Hopital Foch,,1,,,FALSE,,,,FALSE,,,,,,,,,,,,,27:25.0,27:25.0
3785,NCT02339337,,1/12/15,,,1/12/15,1/12/15,1/15/15,Estimate,,,,,,,1/12/15,1/15/15,Estimate,Jun-10,,6/30/10,Jan-15,1/31/15,,,,Jun-14,Actual,6/30/14,,Interventional,,,A Pilot Study To Evaluate the Efficacy of Response Guided Therapy of Peginterferon Alfa Plus Ribavirin in the Treatment of Patients With HCV/HBV Co-Infection,"A Randomized-Controlled, Comparative Study, To Evaluate the Efficacy of Tailored Regimen of Peginterferon Alfa Plus Ribavirin According to Rapid Virological Response and Baseline Viral Loads in the Treatment of Patients With Chronic Hepatitis C/Hepatitis B Co-Infection: A Pilot Study (Pioneer)",Completed,,Phase 4,203,Actual,Kaohsiung Medical University Chung-Ho Memorial Hospital,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,41:28.0,41:28.0
3786,NCT02339467,,1/7/15,,,5/16/17,1/14/15,1/15/15,Estimate,,,,,,,5/16/17,5/17/17,Actual,Feb-15,,2/28/15,May-16,5/31/16,Nov-15,Actual,11/30/15,Nov-15,Actual,11/30/15,,Interventional,GO-OUT,,Getting Older Adults OUT-of -Doors,Getting Older Adults OUT-of-doors (GO-OUT): A Randomized Controlled Trial of a Community-based Outdoor Walking Program,Completed,,Not Applicable,9,Actual,University of Manitoba,,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,41:31.2,41:31.2
3787,NCT02339207,,12/18/14,,,10/15/19,1/14/15,1/15/15,Estimate,,,,,,,10/15/19,10/16/19,Actual,31-Dec-14,Actual,12/31/14,Oct-19,10/31/19,31-May-16,Actual,5/31/16,31-May-16,Actual,5/31/16,,Interventional,,,"First in Human Study of AL-335; Single Dose, Food Effect in Healthy Volunteers; Multiple Doses in Chronic Hepatitis C Genotype 1","A Randomized, Double-blind, Placebo-controlled, First-in-human, 3 Part Study of Orally Administered AL-335 to Evaluate the Safety, Tolerability, and Pharmacokinetics of Single Ascending Dosing and Food-effect in Healthy Volunteers, and Multiple Ascending Dosing in Subjects With Chronic Hepatitis C Genotype 1 Infection",Completed,,Phase 1,112,Actual,Alios Biopharma Inc.,,2,,,FALSE,,,,,,FALSE,,,,,,,,,,,41:37.2,41:37.2
3788,NCT03156959,,5/8/17,,,5/7/21,5/16/17,5/17/17,Actual,,,,,,,5/7/21,5/10/21,Actual,19-Jun-17,Actual,6/19/17,May-21,5/31/21,31-Dec-22,Anticipated,12/31/22,31-May-22,Anticipated,5/31/22,,Interventional,TREAT-EMDR,,CBT-Eb Plus EMDR Versus CBT-Eb in Patients With Eating Disorders,Efficacy of Eye Movement Desensitization and Reprocessing (EMDR) Plus Broad Form of Enhanced Cognitive Behavioural Therapy (CBT-Eb) in Patients With Eating Disorders. A Randomized Controlled Trial,Recruiting,,Not Applicable,80,Anticipated,Universita di Verona,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,32:12.6,32:12.6
3789,NCT02338804,,1/11/15,,,9/8/15,1/13/15,1/14/15,Estimate,,,,,,,9/8/15,9/10/15,Estimate,Jan-15,,1/31/15,Jan-15,1/31/15,Aug-15,Actual,8/31/15,Aug-15,Actual,8/31/15,,Interventional,,,Safety and Efficacy Study of Mix Vaccine in Breast Carcinoma Patient,Safety Issue and Efficacy Study of Combining Mix Vaccine and Standard Therapy in the Treatment of Breast Carcinoma Patient,Completed,,Phase 1/Phase 2,20,Anticipated,"Fuda Cancer Hospital, Guangzhou",,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,41:51.0,41:51.0
3790,NCT03157323,,4/6/17,,,6/10/19,5/15/17,5/17/17,Actual,,,,,,,6/10/19,6/12/19,Actual,1-Jun-17,Actual,6/1/17,Jun-19,6/30/19,Jun-20,Anticipated,6/30/20,Jun-20,Anticipated,6/30/20,,Interventional,,,Low GI Diet in Children and Adolescents With ALL,Implementing a Low Glycemic Diet in Children and Adolescents Undergoing Treatment for Acute Lymphoblastic Leukemia,Unknown status,Recruiting,Not Applicable,50,Anticipated,Columbia University,,1,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,32:13.6,32:13.6
3791,NCT02338778,,1/11/15,,,9/8/15,1/13/15,1/14/15,Estimate,,,,,,,9/8/15,9/10/15,Estimate,Jan-15,,1/31/15,Jan-15,1/31/15,Aug-15,Actual,8/31/15,Aug-15,Actual,8/31/15,,Interventional,,,Safety and Efficacy Study of Mix Vaccine in Hepatocyte Carcinoma Patient,Safety Issue and Efficacy Study of Combining Mix Vaccine and Standard Therapy in the Treatment of Hepatocyte Carcinoma Patient,Completed,,Phase 1/Phase 2,20,Anticipated,"Fuda Cancer Hospital, Guangzhou",,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,41:54.2,41:54.2
3792,NCT02338700,,1/11/15,,,9/8/15,1/13/15,1/14/15,Estimate,,,,,,,9/8/15,9/10/15,Estimate,Jan-15,,1/31/15,Jan-15,1/31/15,Aug-15,Actual,8/31/15,Aug-15,Actual,8/31/15,,Interventional,,,Safety and Efficacy Study of Mix Vaccine in Prostate Carcinoma Patient,Safety Issue and Efficacy Study of Combining Mix Vaccine and Standard Therapy in the Treatment of Prostate Carcinoma Patient,Completed,,Phase 1/Phase 2,20,Anticipated,"Fuda Cancer Hospital, Guangzhou",,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,41:59.3,41:59.3
3793,NCT02338752,,1/11/15,,,9/10/19,1/13/15,1/14/15,Estimate,,,,,,,9/10/19,9/12/19,Actual,Jan-15,,1/31/15,Jan-15,1/31/15,Aug-15,Actual,8/31/15,Aug-15,Actual,8/31/15,,Interventional,,,Safety and Efficacy Study of Mix Vaccine in Pancreatic Carcinoma Patient,Safety Issue and Efficacy Study of Combining Mix Vaccine and Standard Therapy in the Treatment of Pancreatic Carcinoma Patient,Completed,,Phase 1/Phase 2,20,Actual,"Fuda Cancer Hospital, Guangzhou",,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,42:03.2,42:03.2
3794,NCT02337842,,1/8/15,,,6/2/16,1/8/15,1/14/15,Estimate,,,,,,,6/2/16,6/3/16,Estimate,Sep-15,,9/30/15,Aug-15,8/31/15,Jan-16,Actual,1/31/16,Jan-16,Actual,1/31/16,,Interventional,,,Phase I Study to Determine the Optimal Human Challenge Dose for a Norovirus GII.4 Challenge Stock (CIN-1),Phase I Study to Determine the Optimal Human Challenge Dose for a Norovirus GII.4 Challenge Stock (CIN-1),Withdrawn,,Phase 1,0,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,4,,,FALSE,,,,,,,,,,,,,,,,,42:32.3,42:32.3
3795,NCT02041247,,11/27/13,,,6/16/16,1/15/14,1/22/14,Estimate,,,,,,,6/16/16,6/17/16,Estimate,Jan-14,,1/31/14,Jun-16,6/30/16,Nov-16,Anticipated,11/30/16,Sep-15,Actual,9/30/15,,Interventional,,,Assessment of VAC-3S Therapeutic Properties When Combined With Standard ART in the Course of HIV-1 Infection,"Assessment of VAC-3S Therapeutic Properties When Combined With Standard Antiretroviral Therapy (ART) in the Course of HIV-1 Infection. A European, Randomized, Double Blind Placebo-controlled Phase II Study",Unknown status,"Active, not recruiting",Phase 2,90,Anticipated,InnaVirVax,,4,,,FALSE,,,,TRUE,,,,,,,,,,,,,27:41.7,27:41.7
3796,NCT02336997,,12/26/14,,,4/18/16,1/8/15,1/13/15,Estimate,,,,,,,4/18/16,4/20/16,Estimate,Jan-15,,1/31/15,Apr-16,4/30/16,,,,Dec-16,Anticipated,12/31/16,,Interventional,,,Evaluation of the Effect of Autologous Fat and SVF Transplantation in Promoting Mechanical-stretch Induced in Vivo Skin Regeneration,,Unknown status,Recruiting,Phase 1/Phase 2,60,Anticipated,Shanghai Jiao Tong University School of Medicine,,3,,,FALSE,,,,,,,,,,,,,,,,,43:00.4,43:00.4
3797,NCT03155906,,5/4/17,,,3/10/21,5/15/17,5/16/17,Actual,,,,,,,3/10/21,3/11/21,Actual,18-May-17,Actual,5/18/17,Mar-21,3/31/21,8-Aug-22,Anticipated,8/8/22,15-Mar-20,Actual,3/15/20,,Interventional,INTRO-HCV,,Integrated Treatment of Hepatitis C Virus Infection,Integrated Treatment of Hepatitis C Virus Infection Among Patients With Injecting Drug Abuse:a Randomised Controlled Trial (INTRO-HCV),"Active, not recruiting",,Not Applicable,240,Anticipated,Haukeland University Hospital,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,33:01.3,33:01.3
3798,NCT03155490,,5/11/17,,,10/16/18,5/15/17,5/16/17,Actual,,,,,,,10/16/18,10/18/18,Actual,Apr-16,,4/30/16,Oct-18,10/31/18,Aug-18,Actual,8/31/18,Dec-17,Actual,12/31/17,,Interventional,,,Study of Team Leadership Training Effect on Patient Care,Translating Simulation-based Team Leadership Training Into Patient-level Outcomes,Completed,,Not Applicable,79,Actual,University of Washington,,2,,,FALSE,,,,FALSE,,,,,,,,,,,No,,33:17.2,33:17.2
3799,NCT03155568,,5/10/17,,,6/13/17,5/14/17,5/16/17,Actual,,,,,,,6/13/17,6/15/17,Actual,15-Jun-17,Anticipated,6/15/17,May-17,5/31/17,1-Dec-17,Anticipated,12/1/17,1-Nov-17,Anticipated,11/1/17,,Interventional,,,Safety and Efficacy of Three Local Block Techniques for Diabetic Foot Surgery,"Safety and Efficacy of Single Ankle, Single Popliteal or Combined Ankle and Popliteal Block for Diabetic Foot Surgery: A Comparative Study",Unknown status,Not yet recruiting,Not Applicable,90,Anticipated,Assiut University,,3,,,FALSE,,,,TRUE,FALSE,FALSE,,,TRUE,,,,,,Undecided,,33:17.9,33:17.9
3800,NCT02333474,,1/3/15,,,9/8/15,1/6/15,1/7/15,Estimate,,,,,,,9/8/15,9/10/15,Estimate,Jan-15,,1/31/15,Jan-15,1/31/15,Aug-15,Actual,8/31/15,Aug-15,Actual,8/31/15,,Interventional,,,Safety and Efficacy of Mix Vaccine in Lung Carcinoma Patient,Safety Issue and Efficacy of Combining Mix Vaccine and Standard Therapy in the Treatment of Lung Carcinoma Patient,Completed,,Phase 1/Phase 2,20,Anticipated,"Fuda Cancer Hospital, Guangzhou",,2,,,FALSE,,,,TRUE,,,,,,,,,,,,,45:26.2,45:26.2
3801,NCT03154515,,4/26/17,,,5/12/17,5/12/17,5/16/17,Actual,,,,,,,5/12/17,5/16/17,Actual,Jan-10,Actual,1/31/10,May-17,5/31/17,Oct-14,Actual,10/31/14,Apr-14,Actual,4/30/14,,Interventional,,,Efficacy and Safety Study of Ingavirin® 90 mg Once Daily to Treat Influenza and Other Acute Viral Infections in Adults,Randomised Double Blind Placebo Controlled Multicenter Study for Evaluation of Clinical Efficacy and Safety of Ingavirin 90 mg Once Daily to Treat Influenza and Other Acute Viral Infections in Adults.,Completed,,Phase 4,445,Actual,Valenta Pharm JSC,,2,,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,,,No,,34:30.0,34:30.0
3802,NCT02333240,,12/15/14,,,11/29/16,1/5/15,1/7/15,Estimate,,,,,,,11/29/16,11/30/16,Estimate,Apr-15,,4/30/15,May-16,5/31/16,Nov-16,Actual,11/30/16,Nov-16,Actual,11/30/16,,Interventional,SNAP-HT,,Self-management of Postnatal Anti-hypertensive Treatment: a Trial Development Pilot Study,Self-management of Postnatal Anti-hypertensive Treatment: a Trial Development Pilot Study,Completed,,Not Applicable,101,Actual,University of Oxford,,2,,,FALSE,,,,TRUE,,,,,,,,,,,No,,45:41.3,45:41.3
3803,NCT03154229,,5/12/17,,,10/1/19,5/12/17,5/16/17,Actual,,,,,,,10/1/19,10/2/19,Actual,11-Mar-18,Actual,3/11/18,Oct-19,10/31/19,23-Sep-18,Actual,9/23/18,23-Sep-18,Actual,9/23/18,,Interventional,,,Evaluation of a mHealth Platform for Diarrheal Disease Decision-support,The Evaluation of a mHealth Platform for Diarrheal Disease Decision-support in Hospitals: a Cluster Randomized Controlled Trial,Completed,,Not Applicable,4975,Actual,University of Florida,,2,,,FALSE,,,,TRUE,FALSE,FALSE,,,,,,,,,No,,34:34.3,34:34.3
3804,NCT02332265,,12/21/14,,,1/2/15,1/2/15,1/6/15,Estimate,,,,,,,1/2/15,1/6/15,Estimate,Feb-09,,2/28/09,Jan-15,1/31/15,Apr-12,Actual,4/30/12,Apr-12,Actual,4/30/12,,Observational,SAGE4Health,,Evaluation of the Effects of a Structural Economic and Food Security Intervention on HIV Vulnerability in Rural Malawi,"Pathways Linking Poverty, Food Insecurity, and HIV in Rural Malawi",Completed,,,1901,Actual,"University of Wisconsin, Milwaukee",,,3,,FALSE,,,,FALSE,,,,,,,,,,,,,46:19.7,46:19.7
3805,NCT02331082,,8/8/13,,,12/4/17,12/31/14,1/6/15,Estimate,,,,,,,12/4/17,12/6/17,Actual,1-Nov-14,Actual,11/1/14,Dec-17,12/31/17,Oct-19,Anticipated,10/31/19,Oct-19,Anticipated,10/31/19,,Interventional,,,Integrating Pediatric Care Delivery in Rural Healthcare Systems,Integrating Pediatric Care Delivery in Rural Healthcare Systems,Unknown status,Recruiting,Not Applicable,7000,Anticipated,Possible,,2,,,FALSE,,,,FALSE,,,,,,,,,,,,,47:19.5,47:19.5
